Index	Heure start
145	20:17:02
147	20:17:02
151	20:17:02
146	20:17:02
150	20:17:02
149	20:17:02
148	20:17:02
158	20:21:55
159	20:21:55
152	20:21:55
156	20:21:55
155	20:21:55
154	20:21:55
153	20:21:55
157	20:21:55
163	20:26:45
160	20:26:45
161	20:26:45
165	20:26:45
162	20:26:45
164	20:26:45
167	20:26:45
166	20:26:45
168	20:31:48
169	20:31:48
172	20:31:48
171	20:31:48
175	20:31:48
170	20:31:48
174	20:31:48
173	20:31:48
180	20:36:43
176	20:36:43
178	20:36:43
183	20:36:43
181	20:36:43
179	20:36:43
182	20:36:43
177	20:36:43
187	20:41:45
184	20:41:45
188	20:41:45
191	20:41:45
186	20:41:45
190	20:41:45
185	20:41:45
189	20:41:45
192	20:46:38
199	20:46:38
193	20:46:38
194	20:46:38
196	20:46:38
195	20:46:38
197	20:46:38
198	20:46:38
201	20:51:30
200	20:51:30
206	20:51:30
204	20:51:30
207	20:51:30
202	20:51:30
203	20:51:30
205	20:51:30
209	20:56:31
213	20:56:31
208	20:56:31
210	20:56:31
212	20:56:31
215	20:56:31
214	20:56:31
211	20:56:31
218	21:01:22
216	21:01:22
217	21:01:22
221	21:01:22
219	21:01:22
222	21:01:22
220	21:01:22
223	21:01:22
226	21:06:39
225	21:06:39
224	21:06:39
227	21:06:39
231	21:06:39
230	21:06:39
229	21:06:39
228	21:06:39
234	21:11:36
238	21:11:36
237	21:11:36
233	21:11:36
236	21:11:36
232	21:11:36
239	21:11:36
235	21:11:36
245	21:16:40
241	21:16:40
240	21:16:40
244	21:16:40
246	21:16:40
247	21:16:40
243	21:16:40
242	21:16:40
252	21:21:37
253	21:21:37
251	21:21:37
249	21:21:37
250	21:21:37
254	21:21:37
255	21:21:37
248	21:21:37
261	21:26:31
257	21:26:31
258	21:26:31
259	21:26:31
256	21:26:31
260	21:26:31
262	21:26:31
263	21:26:31
265	21:31:38
266	21:31:38
271	21:31:38
264	21:31:38
270	21:31:38
267	21:31:38
268	21:31:38
269	21:31:38
273	21:36:39
276	21:36:39
275	21:36:39
277	21:36:39
272	21:36:39
274	21:36:39
279	21:36:39
278	21:36:39
280	21:41:35
287	21:41:35
286	21:41:35
285	21:41:35
284	21:41:35
282	21:41:35
283	21:41:35
281	21:41:35
294	21:46:26
289	21:46:26
288	21:46:26
295	21:46:26
290	21:46:26
292	21:46:26
291	21:46:26
293	21:46:26
299	21:51:30
303	21:51:30
297	21:51:30
302	21:51:30
298	21:51:30
301	21:51:30
300	21:51:30
296	21:51:30
305	21:56:29
304	21:56:29
311	21:56:29
306	21:56:29
310	21:56:29
308	21:56:29
307	21:56:29
309	21:56:29
312	22:01:33
319	22:01:33
315	22:01:33
313	22:01:33
316	22:01:33
314	22:01:33
317	22:01:33
318	22:01:33
322	22:06:32
327	22:06:32
326	22:06:32
320	22:06:32
325	22:06:32
321	22:06:32
323	22:06:32
324	22:06:32
334	22:11:34
333	22:11:34
330	22:11:34
331	22:11:34
332	22:11:34
329	22:11:34
335	22:11:34
328	22:11:34
337	22:16:30
336	22:16:30
343	22:16:30
339	22:16:30
340	22:16:30
338	22:16:30
342	22:16:30
341	22:16:30
344	22:21:24
348	22:21:24
347	22:21:24
345	22:21:24
351	22:21:24
350	22:21:24
346	22:21:24
349	22:21:24
357	22:26:31
356	22:26:31
352	22:26:31
359	22:26:31
354	22:26:31
353	22:26:31
355	22:26:31
358	22:26:31
361	22:31:29
363	22:31:29
360	22:31:29
367	22:31:29
365	22:31:29
364	22:31:29
362	22:31:29
366	22:31:29
368	22:36:27
374	22:36:27
375	22:36:27
369	22:36:27
371	22:36:27
372	22:36:27
373	22:36:27
370	22:36:27
377	22:41:22
376	22:41:22
378	22:41:22
383	22:41:22
380	22:41:22
379	22:41:22
381	22:41:22
382	22:41:22
390	22:46:18
391	22:46:18
385	22:46:18
387	22:46:18
389	22:46:18
386	22:46:18
384	22:46:18
388	22:46:18
396	22:51:08
394	22:51:08
399	22:51:08
397	22:51:08
398	22:51:08
393	22:51:08
392	22:51:08
395	22:51:08
