Index	Heure start	Heure end	Durée
75	19:34:16	19:38:15	0:3:58
78	19:34:16	19:38:33	0:4:16
77	19:34:16	19:38:34	0:4:17
76	19:34:16	19:38:38	0:4:21
74	19:34:16	19:38:48	0:4:31
84	19:38:48	19:41:42	0:2:53
86	19:38:48	19:41:48	0:2:59
85	19:38:48	19:43:01	0:4:12
87	19:38:48	19:43:03	0:4:14
81	19:38:48	19:43:09	0:4:20
83	19:38:48	19:43:12	0:4:23
82	19:38:48	19:43:13	0:4:24
80	19:38:48	19:43:17	0:4:28
92	19:43:17	19:46:11	0:2:53
89	19:43:17	19:47:18	0:4:1
88	19:43:17	19:47:27	0:4:10
91	19:43:17	19:47:31	0:4:13
93	19:43:17	19:47:38	0:4:20
90	19:43:17	19:47:51	0:4:33
94	19:43:17	19:47:54	0:4:37
95	19:43:17	19:47:55	0:4:37
101	19:47:55	19:52:27	0:4:31
103	19:47:55	19:52:32	0:4:36
98	19:47:55	19:52:33	0:4:37
96	19:47:55	19:52:37	0:4:42
102	19:47:55	19:52:38	0:4:42
100	19:47:55	19:52:40	0:4:44
99	19:47:55	19:52:44	0:4:48
97	19:47:55	19:52:48	0:4:53
108	19:52:49	19:55:49	0:3:0
109	19:52:49	19:55:59	0:3:10
106	19:52:49	19:57:00	0:4:10
111	19:52:49	19:57:06	0:4:17
107	19:52:49	19:57:13	0:4:24
104	19:52:49	19:57:20	0:4:31
110	19:52:49	19:57:20	0:4:31
105	19:52:49	19:57:27	0:4:38
118	19:57:28	20:01:48	0:4:20
117	19:57:28	20:01:52	0:4:24
114	19:57:28	20:02:00	0:4:32
113	19:57:28	20:02:04	0:4:36
116	19:57:28	20:02:05	0:4:37
112	19:57:28	20:02:08	0:4:40
115	19:57:28	20:02:10	0:4:42
119	19:57:28	20:02:14	0:4:46
122	20:02:14	20:06:11	0:3:56
123	20:02:14	20:06:59	0:4:44
126	20:02:14	20:07:00	0:4:45
124	20:02:14	20:07:01	0:4:46
125	20:02:14	20:07:02	0:4:47
127	20:02:14	20:07:05	0:4:50
121	20:02:14	20:07:05	0:4:50
120	20:02:14	20:07:15	0:5:0
129	20:07:15	20:11:45	0:4:30
135	20:07:15	20:11:55	0:4:40
131	20:07:15	20:11:57	0:4:41
130	20:07:15	20:11:57	0:4:42
133	20:07:15	20:12:00	0:4:45
132	20:07:15	20:12:01	0:4:46
134	20:07:15	20:12:06	0:4:50
128	20:07:15	20:12:07	0:4:51
136	20:12:07	20:16:37	0:4:29
142	20:12:07	20:16:41	0:4:34
139	20:12:07	20:16:47	0:4:40
140	20:12:07	20:16:47	0:4:40
138	20:12:07	20:16:47	0:4:40
137	20:12:07	20:16:49	0:4:41
141	20:12:07	20:16:53	0:4:45
143	20:12:07	20:17:01	0:4:54
145	20:17:02	20:21:36	0:4:34
146	20:17:02	20:21:40	0:4:38
151	20:17:02	20:21:42	0:4:40
148	20:17:02	20:21:43	0:4:41
144	20:17:02	20:21:43	0:4:41
147	20:17:02	20:21:49	0:4:47
150	20:17:02	20:21:51	0:4:49
149	20:17:02	20:21:55	0:4:53
158	20:21:55	20:26:29	0:4:33
153	20:21:55	20:26:33	0:4:37
157	20:21:55	20:26:40	0:4:44
156	20:21:55	20:26:40	0:4:45
159	20:21:55	20:26:40	0:4:45
154	20:21:55	20:26:41	0:4:45
152	20:21:55	20:26:44	0:4:48
155	20:21:55	20:26:45	0:4:49
163	20:26:45	20:31:26	0:4:40
165	20:26:45	20:31:26	0:4:41
164	20:26:45	20:31:31	0:4:46
161	20:26:45	20:31:32	0:4:47
167	20:26:45	20:31:34	0:4:48
162	20:26:45	20:31:37	0:4:51
166	20:26:45	20:31:40	0:4:55
160	20:26:45	20:31:48	0:5:2
168	20:31:48	20:36:23	0:4:35
172	20:31:48	20:36:31	0:4:43
170	20:31:48	20:36:31	0:4:43
171	20:31:48	20:36:34	0:4:46
173	20:31:48	20:36:38	0:4:50
169	20:31:48	20:36:39	0:4:51
175	20:31:48	20:36:40	0:4:51
174	20:31:48	20:36:43	0:4:54
177	20:36:43	20:41:25	0:4:41
182	20:36:43	20:41:25	0:4:41
176	20:36:43	20:41:27	0:4:43
178	20:36:43	20:41:27	0:4:44
183	20:36:43	20:41:29	0:4:46
180	20:36:43	20:41:33	0:4:49
179	20:36:43	20:41:44	0:5:0
181	20:36:43	20:41:45	0:5:2
190	20:41:45	20:46:23	0:4:37
189	20:41:45	20:46:24	0:4:38
187	20:41:45	20:46:27	0:4:41
186	20:41:45	20:46:28	0:4:42
191	20:41:45	20:46:29	0:4:44
185	20:41:45	20:46:31	0:4:45
188	20:41:45	20:46:34	0:4:48
184	20:41:45	20:46:37	0:4:52
198	20:46:38	20:51:12	0:4:34
192	20:46:38	20:51:20	0:4:42
196	20:46:38	20:51:20	0:4:42
195	20:46:38	20:51:23	0:4:44
193	20:46:38	20:51:24	0:4:46
197	20:46:38	20:51:26	0:4:48
199	20:46:38	20:51:26	0:4:48
194	20:46:38	20:51:29	0:4:51
202	20:51:30	20:56:15	0:4:45
207	20:51:30	20:56:16	0:4:46
205	20:51:30	20:56:16	0:4:46
204	20:51:30	20:56:23	0:4:53
206	20:51:30	20:56:24	0:4:54
200	20:51:30	20:56:27	0:4:57
201	20:51:30	20:56:27	0:4:57
203	20:51:30	20:56:31	0:5:1
213	20:56:31	21:01:12	0:4:40
209	20:56:31	21:01:12	0:4:41
211	20:56:31	21:01:13	0:4:41
212	20:56:31	21:01:15	0:4:43
208	20:56:31	21:01:15	0:4:44
215	20:56:31	21:01:16	0:4:45
210	20:56:31	21:01:20	0:4:48
214	20:56:31	21:01:22	0:4:50
219	21:01:22	21:06:16	0:4:53
216	21:01:22	21:06:16	0:4:54
223	21:01:22	21:06:16	0:4:54
222	21:01:22	21:06:19	0:4:57
218	21:01:22	21:06:21	0:4:59
220	21:01:22	21:06:23	0:5:1
217	21:01:22	21:06:28	0:5:5
221	21:01:22	21:06:38	0:5:16
224	21:06:39	21:11:19	0:4:40
230	21:06:39	21:11:22	0:4:43
226	21:06:39	21:11:26	0:4:47
227	21:06:39	21:11:27	0:4:48
229	21:06:39	21:11:28	0:4:49
228	21:06:39	21:11:31	0:4:52
225	21:06:39	21:11:36	0:4:57
231	21:06:39	21:11:36	0:4:57
233	21:11:36	21:16:24	0:4:47
234	21:11:36	21:16:25	0:4:48
238	21:11:36	21:16:32	0:4:55
232	21:11:36	21:16:32	0:4:55
239	21:11:36	21:16:33	0:4:56
237	21:11:36	21:16:38	0:5:1
235	21:11:36	21:16:39	0:5:2
236	21:11:36	21:16:40	0:5:3
244	21:16:40	21:21:23	0:4:42
245	21:16:40	21:21:25	0:4:44
246	21:16:40	21:21:26	0:4:45
240	21:16:40	21:21:26	0:4:46
243	21:16:40	21:21:30	0:4:49
242	21:16:40	21:21:30	0:4:49
247	21:16:40	21:21:32	0:4:52
241	21:16:40	21:21:36	0:4:56
254	21:21:37	21:26:14	0:4:37
255	21:21:37	21:26:17	0:4:40
250	21:21:37	21:26:17	0:4:40
248	21:21:37	21:26:22	0:4:44
249	21:21:37	21:26:24	0:4:46
251	21:21:37	21:26:24	0:4:47
252	21:21:37	21:26:25	0:4:48
253	21:21:37	21:26:31	0:4:54
260	21:26:31	21:31:17	0:4:45
258	21:26:31	21:31:23	0:4:51
256	21:26:31	21:31:24	0:4:52
259	21:26:31	21:31:31	0:4:59
262	21:26:31	21:31:32	0:5:0
257	21:26:31	21:31:34	0:5:3
261	21:26:31	21:31:37	0:5:5
263	21:26:31	21:31:38	0:5:7
264	21:31:38	21:36:22	0:4:43
271	21:31:38	21:36:23	0:4:44
266	21:31:38	21:36:32	0:4:53
267	21:31:38	21:36:35	0:4:56
269	21:31:38	21:36:35	0:4:56
270	21:31:38	21:36:37	0:4:58
265	21:31:38	21:36:38	0:4:59
268	21:31:38	21:36:39	0:5:0
273	21:36:39	21:41:23	0:4:43
279	21:36:39	21:41:24	0:4:44
272	21:36:39	21:41:27	0:4:47
275	21:36:39	21:41:27	0:4:47
274	21:36:39	21:41:28	0:4:48
276	21:36:39	21:41:29	0:4:49
278	21:36:39	21:41:31	0:4:51
277	21:36:39	21:41:35	0:4:55
287	21:41:35	21:46:16	0:4:40
283	21:41:35	21:46:17	0:4:42
284	21:41:35	21:46:20	0:4:44
282	21:41:35	21:46:20	0:4:45
280	21:41:35	21:46:21	0:4:45
285	21:41:35	21:46:21	0:4:46
286	21:41:35	21:46:24	0:4:49
281	21:41:35	21:46:26	0:4:51
290	21:46:26	21:51:18	0:4:51
288	21:46:26	21:51:19	0:4:52
292	21:46:26	21:51:20	0:4:53
291	21:46:26	21:51:20	0:4:54
293	21:46:26	21:51:24	0:4:57
295	21:46:26	21:51:24	0:4:58
289	21:46:26	21:51:29	0:5:2
294	21:46:26	21:51:30	0:5:3
303	21:51:30	21:56:17	0:4:46
299	21:51:30	21:56:20	0:4:49
298	21:51:30	21:56:24	0:4:54
302	21:51:30	21:56:25	0:4:55
297	21:51:30	21:56:27	0:4:56
301	21:51:30	21:56:27	0:4:57
296	21:51:30	21:56:28	0:4:57
300	21:51:30	21:56:29	0:4:59
309	21:56:29	22:01:06	0:4:36
308	21:56:29	22:01:15	0:4:46
306	21:56:29	22:01:15	0:4:46
305	21:56:29	22:01:21	0:4:52
304	21:56:29	22:01:24	0:4:55
307	21:56:29	22:01:28	0:4:58
310	21:56:29	22:01:29	0:5:0
311	21:56:29	22:01:33	0:5:4
312	22:01:33	22:06:13	0:4:40
313	22:01:33	22:06:14	0:4:40
318	22:01:33	22:06:16	0:4:42
319	22:01:33	22:06:23	0:4:50
317	22:01:33	22:06:24	0:4:50
315	22:01:33	22:06:25	0:4:52
316	22:01:33	22:06:29	0:4:55
314	22:01:33	22:06:32	0:4:58
321	22:06:32	22:11:12	0:4:40
324	22:06:32	22:11:15	0:4:43
325	22:06:32	22:11:20	0:4:48
323	22:06:32	22:11:21	0:4:49
327	22:06:32	22:11:22	0:4:50
322	22:06:32	22:11:23	0:4:51
320	22:06:32	22:11:24	0:4:52
326	22:06:32	22:11:34	0:5:2
333	22:11:34	22:16:21	0:4:46
332	22:11:34	22:16:21	0:4:46
329	22:11:34	22:16:21	0:4:47
335	22:11:34	22:16:23	0:4:48
328	22:11:34	22:16:25	0:4:50
330	22:11:34	22:16:26	0:4:51
331	22:11:34	22:16:27	0:4:52
334	22:11:34	22:16:30	0:4:55
337	22:16:30	22:21:09	0:4:38
339	22:16:30	22:21:16	0:4:45
342	22:16:30	22:21:16	0:4:46
338	22:16:30	22:21:17	0:4:46
341	22:16:30	22:21:17	0:4:47
340	22:16:30	22:21:18	0:4:47
336	22:16:30	22:21:20	0:4:49
343	22:16:30	22:21:23	0:4:53
348	22:21:24	22:26:05	0:4:41
351	22:21:24	22:26:14	0:4:50
345	22:21:24	22:26:14	0:4:50
344	22:21:24	22:26:16	0:4:51
347	22:21:24	22:26:16	0:4:52
350	22:21:24	22:26:19	0:4:55
346	22:21:24	22:26:20	0:4:56
349	22:21:24	22:26:31	0:5:7
357	22:26:31	22:31:06	0:4:34
352	22:26:31	22:31:11	0:4:39
358	22:26:31	22:31:11	0:4:39
359	22:26:31	22:31:14	0:4:42
354	22:26:31	22:31:14	0:4:43
355	22:26:31	22:31:15	0:4:43
356	22:26:31	22:31:19	0:4:48
353	22:26:31	22:31:29	0:4:57
366	22:31:29	22:36:14	0:4:45
365	22:31:29	22:36:16	0:4:46
367	22:31:29	22:36:19	0:4:49
363	22:31:29	22:36:20	0:4:50
362	22:31:29	22:36:25	0:4:55
361	22:31:29	22:36:25	0:4:55
364	22:31:29	22:36:25	0:4:56
360	22:31:29	22:36:27	0:4:57
370	22:36:27	22:41:07	0:4:40
369	22:36:27	22:41:08	0:4:41
371	22:36:27	22:41:12	0:4:45
375	22:36:27	22:41:13	0:4:45
372	22:36:27	22:41:13	0:4:45
373	22:36:27	22:41:18	0:4:50
374	22:36:27	22:41:18	0:4:51
368	22:36:27	22:41:22	0:4:54
379	22:41:22	22:46:06	0:4:44
380	22:41:22	22:46:06	0:4:44
381	22:41:22	22:46:07	0:4:45
383	22:41:22	22:46:08	0:4:46
376	22:41:22	22:46:10	0:4:48
382	22:41:22	22:46:12	0:4:50
377	22:41:22	22:46:16	0:4:53
378	22:41:22	22:46:18	0:4:55
388	22:46:18	22:50:49	0:4:31
391	22:46:18	22:50:57	0:4:39
386	22:46:18	22:50:57	0:4:39
384	22:46:18	22:50:59	0:4:41
385	22:46:18	22:51:01	0:4:43
389	22:46:18	22:51:02	0:4:44
390	22:46:18	22:51:05	0:4:47
387	22:46:18	22:51:07	0:4:49
394	22:51:08	22:55:48	0:4:40
399	22:51:08	22:55:50	0:4:42
398	22:51:08	22:55:52	0:4:44
393	22:51:08	22:55:54	0:4:46
396	22:51:08	22:55:55	0:4:47
392	22:51:08	22:55:56	0:4:47
397	22:51:08	22:55:59	0:4:51
395	22:51:08	22:56:02	0:4:54
