Index	edge	1	2	3	4	5	6	7	8	9	finesse_moy	finesse_max	Area	Reward
2	4.142e-02	6.028e-03	1.024e-01	1.066e-01	5.897e-02	-1.484e-02	-6.353e-02	-5.881e-02	4.828e-01	-4.831e-02	2.052e-02	2.052e-02	1.212e-03	2.052e-02
2	3.376e-02	6.559e-02	1.029e-01	1.092e-01	8.707e-02	-5.540e-02	-9.836e-02	-4.253e-03	6.100e-01	-1.000e-01	1.290e-02	1.290e-02	1.424e-03	-1.547e-02
2	4.462e-02	5.083e-02	4.915e-02	1.024e-01	1.126e-01	-6.826e-02	-7.736e-02	-9.397e-03	7.551e-01	6.996e-03	1.571e-02	1.590e-02	1.248e-03	1.571e-02
2	2.455e-02	2.964e-02	1.050e-01	8.312e-02	1.375e-01	-2.844e-02	-2.912e-02	-1.008e-02	4.353e-01	-5.185e-02	1.592e-02	1.713e-02	1.069e-03	1.593e-02
2	3.208e-02	4.545e-02	1.185e-01	1.063e-01	1.349e-01	-3.993e-02	-5.329e-02	-1.886e-02	5.177e-01	5.152e-02	2.253e-02	2.380e-02	1.375e-03	4.145e-03
3	3.294e-02	5.610e-02	9.971e-02	1.019e-01	8.196e-02	-5.460e-02	-7.218e-02	-9.783e-03	7.582e-01	-4.502e-02	1.943e-02	1.945e-02	1.297e-03	1.649e-02
3	3.193e-02	2.282e-02	4.265e-02	1.147e-01	3.080e-02	-4.790e-02	-5.788e-02	-3.716e-02	4.050e-01	-6.000e-02	1.927e-02	1.929e-02	1.010e-03	1.132e-02
3	2.699e-02	1.626e-02	1.167e-01	1.062e-01	6.178e-02	-2.530e-03	-8.018e-02	-7.305e-03	5.943e-01	-6.725e-03	2.349e-02	2.349e-02	1.131e-03	2.349e-02
3	3.665e-02	5.926e-02	4.913e-02	1.131e-01	0.000e+00	-1.737e-02	-6.312e-02	-7.320e-03	4.543e-01	-5.854e-02	2.386e-02	2.387e-02	9.292e-04	-1.704e-04
3	2.910e-02	2.894e-02	9.525e-02	1.124e-01	4.953e-02	-3.587e-02	-6.142e-02	-1.036e-02	3.606e-01	-2.643e-02	2.340e-02	2.344e-02	1.114e-03	2.340e-02
3	2.749e-02	2.396e-02	1.021e-01	6.063e-02	7.067e-02	-2.823e-02	-5.127e-02	-9.503e-03	5.822e-01	-2.541e-02	2.716e-02	2.716e-02	9.649e-04	1.027e-02
3	3.598e-02	3.841e-02	1.163e-01	1.025e-01	4.280e-02	-1.079e-02	-9.250e-02	-9.286e-03	6.146e-01	-7.571e-02	1.983e-02	1.983e-02	1.215e-03	1.983e-02
3	3.134e-02	0.000e+00	1.100e-01	1.086e-01	1.195e-01	-4.381e-02	-4.828e-02	-3.748e-02	7.468e-01	1.924e-02	1.923e-02	1.927e-02	1.259e-03	1.923e-02
4	2.013e-02	1.609e-02	1.062e-01	8.195e-02	9.793e-03	0.000e+00	-7.044e-02	-7.261e-03	3.000e-01	8.094e-03	2.904e-02	2.904e-02	9.075e-04	6.622e-04
4	3.479e-02	5.359e-02	1.118e-01	1.004e-01	7.791e-02	-3.005e-02	-8.906e-02	-5.272e-03	3.397e-01	-7.840e-02	1.837e-02	1.837e-02	1.311e-03	1.270e-02
4	4.014e-02	0.000e+00	1.116e-01	1.032e-01	4.561e-02	0.000e+00	-6.164e-02	-5.524e-03	4.948e-01	-2.695e-02	2.508e-02	2.508e-02	9.803e-04	1.126e-02
4	3.705e-02	3.625e-02	1.024e-01	1.078e-01	5.681e-02	-3.493e-02	-4.844e-02	-7.971e-03	6.919e-01	-9.687e-03	2.574e-02	2.575e-02	1.113e-03	2.574e-02
4	2.811e-02	3.211e-02	1.102e-01	1.200e-01	6.977e-02	-2.582e-02	-5.283e-02	-1.639e-02	4.642e-01	-2.181e-02	2.375e-02	2.377e-02	1.187e-03	2.376e-02
4	3.589e-02	4.094e-02	1.102e-01	1.030e-01	2.271e-02	-4.327e-02	-4.405e-02	-1.118e-02	3.336e-01	-3.344e-02	2.530e-02	2.531e-02	1.096e-03	2.531e-02
4	2.813e-02	4.575e-02	1.192e-01	1.021e-01	5.552e-02	0.000e+00	-8.521e-02	-4.157e-02	4.486e-01	-2.730e-02	2.128e-02	2.132e-02	1.321e-03	1.368e-02
4	3.204e-02	3.228e-02	1.200e-01	1.049e-01	1.500e-01	-3.514e-02	-7.635e-02	-2.405e-02	6.814e-01	-4.998e-02	8.985e-03	1.050e-02	1.431e-03	-2.064e-02
5	2.404e-02	5.153e-02	1.166e-01	1.034e-01	2.891e-02	-9.697e-03	-5.921e-02	-9.728e-03	3.000e-01	-1.015e-02	2.619e-02	2.619e-02	1.112e-03	2.619e-02
5	3.967e-02	5.779e-02	1.073e-01	1.117e-01	7.261e-02	-5.420e-04	-6.370e-02	-2.740e-02	5.829e-01	-5.289e-02	2.173e-02	2.173e-02	1.255e-03	2.173e-02
5	4.071e-02	5.027e-02	9.986e-02	1.140e-01	4.428e-02	-6.163e-03	-6.263e-02	-9.250e-03	4.317e-01	-1.626e-02	2.507e-02	2.507e-02	1.132e-03	2.507e-02
5	4.079e-02	1.000e-02	1.072e-01	1.082e-01	9.336e-02	-2.030e-02	-3.352e-02	-4.149e-02	7.265e-01	-6.400e-02	1.901e-02	1.903e-02	1.139e-03	1.901e-02
5	2.708e-02	3.618e-02	1.025e-01	1.100e-01	4.824e-02	-6.301e-02	-2.873e-02	-2.905e-02	3.320e-01	-2.523e-02	2.316e-02	2.318e-02	1.156e-03	2.316e-02
5	2.813e-02	5.341e-02	1.002e-01	1.140e-01	5.635e-02	-2.634e-02	-3.054e-02	-4.263e-02	3.319e-01	1.360e-02	2.560e-02	2.560e-02	1.192e-03	2.560e-02
5	3.405e-02	5.197e-02	1.056e-01	1.041e-01	1.237e-01	-4.704e-02	-6.618e-02	-2.819e-02	4.239e-01	-3.571e-02	1.407e-02	1.410e-02	1.407e-03	-1.086e-02
5	2.144e-02	3.148e-02	1.001e-01	1.076e-01	9.114e-03	-3.010e-02	-5.918e-02	-1.109e-02	5.022e-01	-2.234e-02	2.469e-02	2.475e-02	1.031e-03	2.104e-02
6	2.500e-02	5.988e-02	1.017e-01	1.200e-01	3.829e-03	-2.391e-02	-2.879e-02	-1.086e-02	5.561e-01	-1.520e-02	2.663e-02	2.665e-02	1.020e-03	2.084e-02
6	2.230e-02	5.173e-02	1.166e-01	1.200e-01	5.869e-02	-2.659e-02	-6.147e-02	-2.515e-02	7.394e-01	-3.440e-02	2.123e-02	2.125e-02	1.289e-03	1.995e-02
6	2.792e-02	6.483e-02	8.778e-02	1.005e-01	3.708e-02	-1.599e-02	-5.351e-02	-9.018e-03	4.955e-01	-1.835e-02	2.919e-02	2.921e-02	1.056e-03	2.918e-02
6	2.700e-02	5.027e-02	1.029e-01	1.137e-01	4.333e-02	-3.942e-02	-4.954e-02	-1.140e-02	3.000e-01	-6.864e-04	2.565e-02	2.565e-02	1.158e-03	2.565e-02
6	3.638e-02	5.195e-02	1.110e-01	1.148e-01	5.848e-02	-3.420e-02	-5.731e-02	-1.084e-02	3.000e-01	-1.895e-02	2.347e-02	2.348e-02	1.239e-03	2.347e-02
6	2.884e-02	4.827e-02	1.119e-01	1.022e-01	2.804e-02	-1.074e-02	-6.640e-02	-2.283e-02	5.201e-01	1.064e-02	2.498e-02	2.498e-02	1.165e-03	2.498e-02
6	2.916e-02	5.893e-02	1.136e-01	1.073e-01	1.668e-02	0.000e+00	-4.552e-02	-9.416e-03	3.420e-01	-1.981e-02	2.774e-02	2.774e-02	1.049e-03	2.759e-02
6	3.108e-02	4.441e-02	1.107e-01	1.106e-01	9.002e-02	-1.646e-02	-8.395e-02	-1.109e-02	5.946e-01	8.459e-03	2.271e-02	2.272e-02	1.306e-03	1.805e-02
7	3.243e-02	4.299e-02	5.367e-02	1.084e-01	3.382e-02	-1.278e-02	-5.449e-02	-5.909e-03	3.248e-01	-2.478e-02	2.749e-02	2.750e-02	8.968e-04	-3.022e-03
7	2.624e-02	4.003e-02	1.062e-01	1.008e-01	1.491e-02	0.000e+00	-4.264e-02	-8.807e-03	3.000e-01	-5.837e-02	2.715e-02	2.716e-02	9.359e-04	4.447e-03
7	2.232e-02	5.655e-02	9.689e-02	1.083e-01	3.898e-02	-3.045e-02	-7.124e-02	-1.704e-02	3.000e-01	-5.493e-03	2.410e-02	2.412e-02	1.201e-03	2.410e-02
7	2.116e-02	6.656e-02	1.095e-01	1.070e-01	0.000e+00	0.000e+00	-5.774e-02	-1.025e-02	3.000e-01	-2.756e-02	2.588e-02	2.590e-02	1.061e-03	2.587e-02
7	2.291e-02	5.844e-02	9.883e-02	1.114e-01	3.116e-02	-4.676e-02	-2.878e-02	-7.750e-03	4.608e-01	2.181e-02	2.825e-02	2.826e-02	1.072e-03	2.825e-02
7	2.865e-02	5.534e-02	1.080e-01	1.030e-01	5.762e-02	0.000e+00	-6.709e-02	-8.295e-03	3.787e-01	7.147e-02	3.066e-02	3.066e-02	1.157e-03	3.066e-02
7	2.287e-02	5.772e-02	1.104e-01	1.045e-01	5.505e-02	0.000e+00	-4.078e-02	-1.134e-02	5.686e-01	8.852e-02	3.238e-02	3.240e-02	1.088e-03	3.237e-02
7	3.056e-02	6.256e-02	1.016e-01	1.057e-01	5.437e-03	-3.499e-02	-4.767e-02	-3.498e-02	3.000e-01	9.990e-02	2.605e-02	2.619e-02	1.187e-03	2.604e-02
8	2.521e-02	2.943e-02	1.069e-01	1.036e-01	3.500e-02	0.000e+00	-3.725e-02	-1.463e-02	5.885e-01	-1.144e-02	2.804e-02	2.812e-02	9.533e-04	8.814e-03
8	2.870e-02	5.335e-02	1.106e-01	1.068e-01	5.091e-03	-3.777e-03	-6.024e-02	-7.064e-03	6.666e-01	-6.060e-02	2.417e-02	2.420e-02	1.046e-03	2.348e-02
8	2.591e-02	6.658e-02	1.010e-01	1.077e-01	2.390e-02	-5.322e-03	-1.608e-02	-2.834e-02	3.000e-01	3.181e-02	3.046e-02	3.050e-02	1.016e-03	2.380e-02
8	2.122e-02	5.750e-02	1.181e-01	9.764e-02	5.239e-02	-3.026e-02	-5.814e-02	-9.302e-03	4.793e-01	9.760e-02	2.963e-02	2.982e-02	1.209e-03	2.964e-02
8	2.714e-02	5.558e-02	1.162e-01	1.157e-01	4.837e-02	-5.223e-03	-3.099e-02	-1.045e-02	3.375e-01	1.019e-01	3.161e-02	3.281e-02	1.097e-03	3.160e-02
8	2.000e-02	5.334e-02	1.008e-01	1.065e-01	7.694e-02	-7.387e-03	-9.001e-03	-1.708e-02	3.000e-01	1.212e-01	3.433e-02	3.567e-02	1.006e-03	2.562e-02
8	2.367e-02	6.573e-02	1.042e-01	1.046e-01	1.803e-04	-1.968e-02	-6.067e-02	-3.485e-02	3.000e-01	1.552e-01	2.759e-02	2.920e-02	1.200e-03	2.755e-02
8	2.031e-02	5.543e-02	1.200e-01	1.090e-01	6.687e-03	0.000e+00	-5.135e-02	-9.569e-03	5.302e-01	1.858e-01	3.316e-02	3.553e-02	1.092e-03	3.316e-02
9	1.915e-02	5.836e-02	1.119e-01	1.056e-01	3.937e-02	-1.845e-02	-4.334e-02	-7.267e-03	6.125e-01	-3.047e-02	2.703e-02	2.704e-02	1.082e-03	2.703e-02
9	2.072e-02	7.000e-02	1.164e-01	1.150e-01	2.839e-02	-3.328e-03	-3.297e-02	-1.419e-02	3.000e-01	3.940e-02	2.958e-02	2.965e-02	1.100e-03	2.957e-02
9	2.165e-02	7.000e-02	1.200e-01	1.152e-01	8.973e-02	-3.596e-02	-5.467e-02	-8.761e-03	3.536e-01	8.377e-02	2.913e-02	2.995e-02	1.345e-03	1.663e-02
9	2.324e-02	2.281e-02	1.200e-01	1.062e-01	5.031e-02	-1.169e-02	-2.924e-02	-1.111e-02	5.298e-01	1.201e-01	3.292e-02	3.423e-02	1.016e-03	2.618e-02
9	1.910e-02	6.311e-02	1.153e-01	1.101e-01	2.310e-02	-1.219e-02	-4.238e-02	-1.858e-02	3.000e-01	1.985e-01	3.282e-02	3.551e-02	1.143e-03	3.283e-02
9	2.637e-02	6.287e-02	1.200e-01	1.094e-01	4.447e-02	-3.166e-02	-5.031e-02	-1.135e-02	3.000e-01	1.830e-01	3.280e-02	3.518e-02	1.244e-03	3.279e-02
9	2.172e-02	6.437e-02	1.200e-01	1.064e-01	4.137e-02	0.000e+00	-1.695e-02	-7.496e-03	3.187e-01	1.862e-01	3.607e-02	3.847e-02	1.031e-03	3.242e-02
9	2.680e-02	6.026e-02	1.196e-01	1.087e-01	6.567e-02	-2.456e-02	-4.670e-02	-1.556e-02	5.112e-01	2.497e-01	3.664e-02	3.969e-02	1.273e-03	3.664e-02
10	2.898e-02	6.654e-02	1.155e-01	1.122e-01	3.408e-02	-4.610e-02	-5.952e-02	-1.064e-02	3.509e-01	-2.411e-02	2.436e-02	2.438e-02	1.270e-03	2.436e-02
10	3.070e-02	6.273e-02	1.200e-01	1.099e-01	5.366e-02	-1.516e-02	-5.470e-02	-2.652e-02	5.040e-01	6.573e-02	2.705e-02	2.706e-02	1.282e-03	2.705e-02
10	2.250e-02	6.959e-02	1.200e-01	1.056e-01	2.603e-02	-4.068e-02	-6.325e-02	-1.059e-02	5.021e-01	1.630e-01	3.091e-02	3.263e-02	1.285e-03	3.041e-02
10	2.347e-02	6.521e-02	1.112e-01	1.075e-01	5.192e-02	-4.381e-02	-1.426e-02	-7.384e-03	3.545e-01	1.684e-01	3.558e-02	3.757e-02	1.114e-03	3.556e-02
10	2.359e-02	6.346e-02	1.196e-01	1.108e-01	4.595e-02	-2.146e-02	-3.411e-02	-6.661e-03	4.814e-01	1.733e-01	3.501e-02	3.705e-02	1.157e-03	3.499e-02
10	2.307e-02	5.386e-02	1.117e-01	1.118e-01	3.745e-02	-1.727e-02	-5.064e-02	-1.620e-02	4.708e-01	2.268e-01	3.545e-02	3.833e-02	1.183e-03	3.545e-02
10	2.435e-02	6.616e-02	1.200e-01	1.142e-01	4.857e-02	-9.546e-03	-3.538e-02	-2.223e-02	3.000e-01	2.082e-01	3.395e-02	3.680e-02	1.207e-03	3.394e-02
10	1.793e-02	5.767e-02	1.199e-01	1.111e-01	6.038e-02	-2.142e-02	-5.626e-02	-3.032e-02	3.530e-01	2.750e-01	3.481e-02	3.868e-02	1.323e-03	2.679e-02
11	2.339e-02	4.857e-02	1.200e-01	1.088e-01	2.680e-02	-2.457e-03	-5.972e-02	-8.364e-03	4.588e-01	4.094e-02	2.671e-02	2.677e-02	1.113e-03	2.671e-02
11	2.392e-02	6.070e-02	1.053e-01	1.128e-01	1.530e-02	-2.195e-02	-3.729e-02	-6.693e-03	4.979e-01	1.358e-01	3.237e-02	3.387e-02	1.069e-03	3.238e-02
11	2.826e-02	6.293e-02	1.136e-01	1.133e-01	7.362e-02	-3.759e-02	-4.396e-02	-7.058e-03	4.203e-01	1.617e-01	3.459e-02	3.647e-02	1.260e-03	3.457e-02
11	2.110e-02	6.438e-02	1.053e-01	1.097e-01	4.872e-02	-2.378e-02	-3.097e-02	-7.101e-03	3.767e-01	1.548e-01	3.432e-02	3.605e-02	1.101e-03	3.431e-02
11	2.493e-02	7.000e-02	1.116e-01	1.119e-01	4.187e-02	-2.506e-02	-5.133e-02	-7.864e-03	3.781e-01	1.889e-01	3.411e-02	3.644e-02	1.216e-03	3.411e-02
11	2.512e-02	6.005e-02	1.121e-01	1.132e-01	7.933e-02	-3.319e-02	-1.366e-02	-1.038e-02	3.000e-01	2.312e-01	3.686e-02	4.018e-02	1.153e-03	3.683e-02
11	2.092e-02	6.569e-02	1.028e-01	1.101e-01	5.315e-02	-3.411e-02	-1.429e-02	-9.050e-03	3.000e-01	2.415e-01	3.760e-02	4.089e-02	1.085e-03	3.759e-02
11	2.704e-02	6.697e-02	1.163e-01	1.138e-01	4.512e-02	-2.588e-02	-4.095e-02	-8.716e-03	4.111e-01	2.916e-01	3.699e-02	4.117e-02	1.222e-03	3.700e-02
12	3.018e-02	6.533e-02	1.094e-01	1.103e-01	4.924e-02	-5.295e-02	-2.293e-02	-1.013e-02	3.000e-01	2.784e-01	3.573e-02	3.972e-02	1.194e-03	3.577e-02
12	2.472e-02	5.993e-02	1.143e-01	1.149e-01	3.171e-02	-2.307e-02	-2.550e-02	-9.684e-03	3.144e-01	2.333e-01	3.462e-02	3.806e-02	1.107e-03	3.462e-02
12	2.368e-02	5.896e-02	1.012e-01	1.098e-01	4.122e-02	-3.274e-02	-2.119e-02	-1.050e-02	5.323e-01	2.443e-01	3.871e-02	4.161e-02	1.086e-03	3.872e-02
12	2.222e-02	6.375e-02	1.051e-01	1.111e-01	5.122e-02	-3.870e-02	-2.035e-02	-8.406e-03	3.760e-01	2.902e-01	3.814e-02	4.221e-02	1.128e-03	3.817e-02
12	2.409e-02	5.702e-02	1.137e-01	1.141e-01	4.674e-02	-1.895e-02	-2.493e-02	-9.862e-03	3.299e-01	2.954e-01	3.627e-02	4.071e-02	1.118e-03	3.626e-02
12	2.287e-02	5.963e-02	1.131e-01	1.163e-01	5.022e-02	-2.125e-02	-1.057e-02	-6.080e-03	4.027e-01	2.950e-01	3.868e-02	4.308e-02	1.078e-03	3.869e-02
12	3.285e-02	7.000e-02	1.088e-01	1.108e-01	8.923e-02	-4.685e-02	0.000e+00	-9.915e-03	3.000e-01	3.000e-01	3.713e-02	4.134e-02	1.180e-03	3.710e-02
12	2.259e-02	5.935e-02	1.071e-01	1.129e-01	7.090e-02	-4.313e-02	-1.619e-02	-7.696e-03	3.585e-01	2.821e-01	3.804e-02	4.223e-02	1.150e-03	3.794e-02
13	2.683e-02	3.736e-02	1.063e-01	1.036e-01	5.226e-02	-2.420e-02	-5.073e-02	-1.003e-02	6.916e-01	9.213e-02	3.077e-02	3.078e-02	1.110e-03	3.078e-02
13	2.393e-02	5.967e-02	1.050e-01	1.068e-01	3.970e-02	-3.304e-02	-3.364e-02	-5.774e-03	3.784e-01	8.112e-02	3.082e-02	3.087e-02	1.086e-03	3.082e-02
13	2.241e-02	5.734e-02	1.083e-01	1.102e-01	5.003e-02	-2.483e-02	-9.699e-03	-8.928e-03	5.571e-01	1.886e-01	3.699e-02	3.901e-02	1.045e-03	3.613e-02
13	2.510e-02	5.129e-02	1.000e-01	1.117e-01	4.307e-02	-1.876e-02	-2.265e-02	-9.360e-03	5.634e-01	1.868e-01	3.666e-02	3.866e-02	1.033e-03	3.330e-02
13	2.769e-02	6.012e-02	1.114e-01	1.106e-01	6.486e-02	-3.744e-02	-7.337e-03	-7.907e-03	5.251e-01	2.158e-01	3.926e-02	4.178e-02	1.114e-03	3.924e-02
13	2.192e-02	5.848e-02	1.016e-01	1.054e-01	5.191e-02	-5.188e-02	-1.228e-02	-4.465e-03	3.674e-01	2.516e-01	3.776e-02	4.095e-02	1.072e-03	3.776e-02
13	2.654e-02	5.658e-02	1.074e-01	1.155e-01	6.197e-02	-2.394e-02	-3.159e-02	-6.856e-03	6.498e-01	2.792e-01	4.013e-02	4.338e-02	1.171e-03	4.014e-02
13	2.450e-02	6.275e-02	1.200e-01	1.081e-01	2.713e-02	-3.528e-02	-2.144e-02	-6.598e-03	4.894e-01	3.000e-01	3.740e-02	4.160e-02	1.132e-03	3.742e-02
14	2.612e-02	5.870e-02	1.083e-01	1.078e-01	6.883e-02	-3.384e-02	-9.058e-03	-7.627e-03	6.665e-01	1.664e-01	3.732e-02	3.880e-02	1.092e-03	3.731e-02
14	2.663e-02	5.400e-02	1.091e-01	1.069e-01	4.095e-02	-2.279e-02	-2.585e-02	-8.363e-03	5.003e-01	1.791e-01	3.567e-02	3.765e-02	1.067e-03	3.569e-02
14	2.715e-02	5.432e-02	1.090e-01	1.183e-01	6.385e-02	-3.973e-02	-2.489e-02	-6.554e-03	5.295e-01	2.135e-01	3.675e-02	3.948e-02	1.169e-03	3.677e-02
14	3.210e-02	5.489e-02	1.106e-01	1.128e-01	5.760e-02	-4.101e-02	-1.400e-02	-1.084e-02	3.603e-01	2.734e-01	3.613e-02	3.999e-02	1.140e-03	3.611e-02
14	2.719e-02	5.739e-02	1.116e-01	1.134e-01	2.988e-02	-4.756e-02	-2.622e-02	-8.022e-03	5.405e-01	3.000e-01	3.740e-02	4.147e-02	1.165e-03	3.733e-02
14	2.214e-02	5.583e-02	1.036e-01	1.115e-01	7.552e-02	-4.261e-02	-2.695e-02	-2.240e-02	6.528e-01	3.000e-01	4.011e-02	4.346e-02	1.243e-03	4.013e-02
14	2.679e-02	5.708e-02	1.045e-01	1.169e-01	4.760e-02	-1.991e-02	-2.987e-02	-9.738e-03	4.965e-01	2.586e-01	3.848e-02	4.192e-02	1.122e-03	3.856e-02
14	2.651e-02	5.744e-02	1.096e-01	1.145e-01	4.752e-02	-2.749e-02	-1.757e-02	-5.019e-03	5.590e-01	3.000e-01	3.939e-02	4.373e-02	1.103e-03	3.940e-02
15	2.644e-02	5.557e-02	1.040e-01	1.130e-01	5.483e-02	-2.525e-02	-3.398e-02	-8.578e-03	5.171e-01	1.093e-01	3.280e-02	3.376e-02	1.115e-03	3.280e-02
15	2.143e-02	5.615e-02	1.130e-01	1.147e-01	6.572e-02	-3.225e-02	-1.202e-02	-1.042e-02	5.687e-01	3.000e-01	3.967e-02	4.359e-02	1.142e-03	3.961e-02
15	3.014e-02	5.728e-02	1.054e-01	1.171e-01	8.950e-02	-2.131e-02	-1.849e-02	-3.389e-03	5.470e-01	2.490e-01	3.960e-02	4.250e-02	1.141e-03	3.960e-02
15	2.456e-02	5.600e-02	1.063e-01	1.100e-01	6.087e-02	-2.924e-02	-2.903e-02	-8.748e-03	7.440e-01	3.000e-01	4.106e-02	4.421e-02	1.171e-03	4.108e-02
15	1.895e-02	5.563e-02	1.000e-01	1.129e-01	4.469e-02	-4.081e-02	-2.131e-02	-4.694e-03	6.329e-01	2.922e-01	4.068e-02	4.430e-02	1.097e-03	4.080e-02
15	3.081e-02	5.295e-02	9.620e-02	1.149e-01	5.748e-02	-3.104e-02	-3.406e-02	-7.655e-03	7.639e-01	3.000e-01	4.192e-02	4.493e-02	1.164e-03	4.192e-02
15	2.932e-02	5.730e-02	9.797e-02	1.098e-01	7.167e-02	-4.895e-02	-2.402e-02	-2.688e-02	4.950e-01	2.880e-01	3.724e-02	4.053e-02	1.232e-03	3.723e-02
15	2.301e-02	5.669e-02	1.121e-01	1.107e-01	6.505e-02	-4.527e-02	-4.271e-02	-2.091e-02	7.252e-01	2.507e-01	3.956e-02	4.219e-02	1.306e-03	3.482e-02
16	2.274e-02	5.727e-02	9.282e-02	1.131e-01	6.185e-02	-3.854e-02	-3.101e-02	-8.357e-03	6.755e-01	2.495e-01	3.987e-02	4.229e-02	1.144e-03	3.988e-02
16	2.404e-02	5.024e-02	1.117e-01	1.132e-01	5.957e-02	-2.354e-02	-1.961e-02	-6.707e-03	7.838e-01	3.000e-01	4.000e-02	4.327e-02	1.127e-03	4.001e-02
16	2.662e-02	5.526e-02	9.445e-02	1.125e-01	5.028e-02	-3.219e-02	-2.366e-02	-3.070e-03	6.143e-01	2.779e-01	4.315e-02	4.642e-02	1.075e-03	4.315e-02
16	2.968e-02	5.691e-02	9.939e-02	1.122e-01	5.079e-02	-3.799e-02	-2.543e-02	-8.562e-03	6.360e-01	2.954e-01	3.986e-02	4.314e-02	1.142e-03	3.990e-02
16	2.172e-02	5.807e-02	1.012e-01	1.136e-01	6.350e-02	-4.428e-02	-1.665e-02	-5.336e-03	7.113e-01	3.000e-01	4.025e-02	4.342e-02	1.145e-03	4.025e-02
16	3.338e-02	5.238e-02	1.084e-01	1.156e-01	4.990e-02	-2.234e-02	-1.845e-02	-7.848e-03	7.409e-01	2.547e-01	3.965e-02	4.238e-02	1.110e-03	3.966e-02
