Index	Heure start	Heure end	Durée
131	20:20:19	20:25:26	0:5:6
135	20:20:19	20:25:28	0:5:8
128	20:20:19	20:25:33	0:5:13
143	20:25:34	20:30:16	0:4:42
142	20:25:34	20:30:18	0:4:44
136	20:25:34	20:30:20	0:4:46
137	20:25:34	20:30:25	0:4:51
138	20:25:34	20:30:27	0:4:53
140	20:25:34	20:30:30	0:4:56
141	20:25:34	20:30:32	0:4:58
139	20:25:34	20:30:44	0:5:10
149	20:30:44	20:35:18	0:4:34
146	20:30:44	20:35:20	0:4:36
148	20:30:44	20:35:22	0:4:37
145	20:30:44	20:35:27	0:4:43
147	20:30:44	20:35:34	0:4:49
144	20:30:44	20:35:37	0:4:52
150	20:30:44	20:35:39	0:4:55
151	20:30:44	20:35:43	0:4:59
159	20:35:44	20:40:30	0:4:46
152	20:35:44	20:40:30	0:4:46
155	20:35:44	20:40:30	0:4:46
158	20:35:44	20:40:35	0:4:51
156	20:35:44	20:40:37	0:4:53
154	20:35:44	20:40:39	0:4:55
153	20:35:44	20:40:45	0:5:1
157	20:35:44	20:40:48	0:5:4
163	20:40:48	20:45:31	0:4:42
162	20:40:48	20:45:33	0:4:44
160	20:40:48	20:45:35	0:4:47
167	20:40:48	20:45:35	0:4:47
161	20:40:48	20:45:38	0:4:49
164	20:40:48	20:45:38	0:4:50
166	20:40:48	20:45:43	0:4:54
165	20:40:48	20:45:47	0:4:58
173	20:45:47	20:50:34	0:4:47
169	20:45:47	20:50:38	0:4:50
170	20:45:47	20:50:38	0:4:51
174	20:45:47	20:50:46	0:4:58
168	20:45:47	20:50:48	0:5:1
172	20:45:47	20:50:54	0:5:6
171	20:45:47	20:50:57	0:5:10
175	20:45:47	20:51:03	0:5:15
176	20:51:03	20:55:50	0:4:47
181	20:51:03	20:55:53	0:4:50
182	20:51:03	20:55:55	0:4:51
180	20:51:03	20:56:02	0:4:59
179	20:51:03	20:56:04	0:5:1
177	20:51:03	20:56:06	0:5:3
183	20:51:03	20:56:08	0:5:4
178	20:51:03	20:56:10	0:5:7
184	20:56:11	21:00:59	0:4:48
186	20:56:11	21:01:00	0:4:49
190	20:56:11	21:01:05	0:4:54
185	20:56:11	21:01:07	0:4:56
187	20:56:11	21:01:08	0:4:57
188	20:56:11	21:01:09	0:4:58
191	20:56:11	21:01:10	0:4:59
189	20:56:11	21:01:12	0:5:1
194	21:01:12	21:05:51	0:4:39
192	21:01:12	21:05:54	0:4:42
196	21:01:12	21:06:04	0:4:51
199	21:01:12	21:06:04	0:4:51
193	21:01:12	21:06:04	0:4:52
197	21:01:12	21:06:06	0:4:54
195	21:01:12	21:06:07	0:4:55
198	21:01:12	21:06:09	0:4:57
201	21:06:09	21:10:51	0:4:41
202	21:06:09	21:10:53	0:4:43
204	21:06:09	21:10:53	0:4:43
205	21:06:09	21:10:56	0:4:46
206	21:06:09	21:10:56	0:4:47
200	21:06:09	21:11:00	0:4:50
203	21:06:09	21:11:02	0:4:52
207	21:06:09	21:11:05	0:4:56
214	21:11:06	21:15:51	0:4:45
209	21:11:06	21:15:51	0:4:45
213	21:11:06	21:15:53	0:4:47
208	21:11:06	21:15:54	0:4:48
215	21:11:06	21:15:59	0:4:53
212	21:11:06	21:16:00	0:4:54
211	21:11:06	21:16:01	0:4:55
210	21:11:06	21:16:12	0:5:6
220	21:16:12	21:21:04	0:4:51
219	21:16:12	21:21:04	0:4:51
218	21:16:12	21:21:08	0:4:56
221	21:16:12	21:21:10	0:4:57
223	21:16:12	21:21:10	0:4:58
216	21:16:12	21:21:13	0:5:0
217	21:16:12	21:21:17	0:5:5
222	21:16:12	21:21:30	0:5:17
225	21:21:30	21:26:12	0:4:42
229	21:21:30	21:26:14	0:4:44
224	21:21:30	21:26:15	0:4:45
227	21:21:30	21:26:20	0:4:50
230	21:21:30	21:26:20	0:4:50
231	21:21:30	21:26:24	0:4:54
226	21:21:30	21:26:27	0:4:57
228	21:21:30	21:26:34	0:5:3
237	21:26:34	21:31:12	0:4:38
239	21:26:34	21:31:18	0:4:44
236	21:26:34	21:31:20	0:4:45
238	21:26:34	21:31:22	0:4:47
234	21:26:34	21:31:26	0:4:52
233	21:26:34	21:31:28	0:4:54
235	21:26:34	21:31:30	0:4:55
232	21:26:34	21:31:34	0:4:59
246	21:31:34	21:36:07	0:4:32
243	21:31:34	21:36:14	0:4:39
245	21:31:34	21:36:20	0:4:45
241	21:31:34	21:36:23	0:4:48
240	21:31:34	21:36:27	0:4:53
242	21:31:34	21:36:32	0:4:57
244	21:31:34	21:36:34	0:4:59
247	21:31:34	21:36:40	0:5:5
254	21:36:41	21:41:20	0:4:39
248	21:36:41	21:41:25	0:4:44
250	21:36:41	21:41:30	0:4:49
255	21:36:41	21:41:33	0:4:52
249	21:36:41	21:41:39	0:4:58
252	21:36:41	21:41:39	0:4:58
253	21:36:41	21:41:43	0:5:2
251	21:36:41	21:41:45	0:5:4
256	21:41:45	21:46:29	0:4:43
257	21:41:45	21:46:30	0:4:45
263	21:41:45	21:46:32	0:4:46
260	21:41:45	21:46:35	0:4:49
258	21:41:45	21:46:42	0:4:56
261	21:41:45	21:46:43	0:4:57
259	21:41:45	21:46:44	0:4:58
262	21:41:45	21:46:45	0:4:59
264	21:46:45	21:51:31	0:4:46
271	21:46:45	21:51:33	0:4:47
268	21:46:45	21:51:33	0:4:47
269	21:46:45	21:51:33	0:4:47
270	21:46:45	21:51:34	0:4:49
267	21:46:45	21:51:36	0:4:51
266	21:46:45	21:51:41	0:4:56
265	21:46:45	21:51:48	0:5:2
278	21:51:48	21:56:27	0:4:39
277	21:51:48	21:56:31	0:4:42
273	21:51:48	21:56:33	0:4:45
276	21:51:48	21:56:35	0:4:47
275	21:51:48	21:56:36	0:4:47
274	21:51:48	21:56:36	0:4:48
272	21:51:48	21:56:36	0:4:48
279	21:51:48	21:56:38	0:4:49
285	21:56:38	22:01:23	0:4:45
287	21:56:38	22:01:24	0:4:45
283	21:56:38	22:01:27	0:4:49
282	21:56:38	22:01:32	0:4:53
280	21:56:38	22:01:33	0:4:54
281	21:56:38	22:01:33	0:4:55
286	21:56:38	22:01:36	0:4:57
284	21:56:38	22:01:45	0:5:6
295	22:01:45	22:06:30	0:4:45
293	22:01:45	22:06:31	0:4:45
290	22:01:45	22:06:32	0:4:46
292	22:01:45	22:06:34	0:4:48
288	22:01:45	22:06:36	0:4:50
289	22:01:45	22:06:39	0:4:54
291	22:01:45	22:06:43	0:4:58
294	22:01:45	22:06:45	0:4:59
296	22:06:45	22:11:20	0:4:35
300	22:06:45	22:11:26	0:4:40
297	22:06:45	22:11:29	0:4:44
303	22:06:45	22:11:32	0:4:46
299	22:06:45	22:11:34	0:4:48
302	22:06:45	22:11:35	0:4:50
301	22:06:45	22:11:38	0:4:53
298	22:06:45	22:11:46	0:5:0
309	22:11:46	22:16:22	0:4:36
308	22:11:46	22:16:29	0:4:43
311	22:11:46	22:16:34	0:4:48
306	22:11:46	22:16:37	0:4:51
310	22:11:46	22:16:44	0:4:58
304	22:11:46	22:16:46	0:5:0
307	22:11:46	22:16:47	0:5:0
305	22:11:46	22:16:50	0:5:3
315	22:16:50	22:21:36	0:4:45
316	22:16:50	22:21:38	0:4:47
318	22:16:50	22:21:46	0:4:56
319	22:16:50	22:21:46	0:4:56
314	22:16:50	22:21:48	0:4:58
312	22:16:50	22:21:50	0:5:0
313	22:16:50	22:21:51	0:5:0
317	22:16:50	22:21:52	0:5:1
326	22:21:52	22:26:31	0:4:38
321	22:21:52	22:26:38	0:4:45
325	22:21:52	22:26:49	0:4:56
320	22:21:52	22:26:49	0:4:56
323	22:21:52	22:26:53	0:5:0
322	22:21:52	22:26:53	0:5:0
327	22:21:52	22:27:00	0:5:7
324	22:21:52	22:27:02	0:5:9
334	22:27:02	22:31:42	0:4:40
333	22:27:02	22:31:47	0:4:45
329	22:27:02	22:31:48	0:4:46
331	22:27:02	22:31:49	0:4:47
332	22:27:02	22:31:51	0:4:49
328	22:27:02	22:31:55	0:4:52
330	22:27:02	22:32:00	0:4:57
335	22:27:02	22:32:04	0:5:2
337	22:32:04	22:36:48	0:4:44
342	22:32:04	22:36:50	0:4:45
341	22:32:04	22:36:51	0:4:47
343	22:32:04	22:36:56	0:4:51
340	22:32:04	22:36:59	0:4:54
339	22:32:04	22:37:00	0:4:55
338	22:32:04	22:37:01	0:4:56
336	22:32:04	22:37:06	0:5:1
345	22:37:06	22:41:45	0:4:39
348	22:37:06	22:41:49	0:4:42
347	22:37:06	22:41:49	0:4:42
350	22:37:06	22:41:50	0:4:44
349	22:37:06	22:41:59	0:4:52
346	22:37:06	22:42:05	0:4:58
351	22:37:06	22:42:08	0:5:1
344	22:37:06	22:42:13	0:5:6
356	22:42:13	22:46:56	0:4:43
353	22:42:13	22:47:00	0:4:47
352	22:42:13	22:47:01	0:4:48
359	22:42:13	22:47:02	0:4:49
357	22:42:13	22:47:03	0:4:49
355	22:42:13	22:47:07	0:4:53
354	22:42:13	22:47:25	0:5:11
358	22:42:13	22:47:26	0:5:13
365	22:47:26	22:52:06	0:4:39
363	22:47:26	22:52:09	0:4:42
367	22:47:26	22:52:11	0:4:44
362	22:47:26	22:52:18	0:4:51
364	22:47:26	22:52:18	0:4:51
366	22:47:26	22:52:19	0:4:52
360	22:47:26	22:52:19	0:4:52
361	22:47:26	22:52:22	0:4:55
372	22:52:22	22:57:08	0:4:45
375	22:52:22	22:57:09	0:4:47
373	22:52:22	22:57:12	0:4:49
368	22:52:22	22:57:12	0:4:50
371	22:52:22	22:57:13	0:4:51
370	22:52:22	22:57:20	0:4:57
374	22:52:22	22:57:20	0:4:58
369	22:52:22	22:57:26	0:5:3
379	22:57:26	23:02:07	0:4:40
382	22:57:26	23:02:12	0:4:46
376	22:57:26	23:02:14	0:4:48
377	22:57:26	23:02:18	0:4:52
378	22:57:26	23:02:19	0:4:52
381	22:57:26	23:02:19	0:4:53
383	22:57:26	23:02:19	0:4:53
380	22:57:26	23:02:21	0:4:55
386	23:02:22	23:07:04	0:4:42
390	23:02:22	23:07:09	0:4:46
384	23:02:22	23:07:11	0:4:48
385	23:02:22	23:07:12	0:4:50
387	23:02:22	23:07:13	0:4:51
391	23:02:22	23:07:14	0:4:52
389	23:02:22	23:07:23	0:5:1
388	23:02:22	23:07:33	0:5:11
395	23:07:34	23:12:12	0:4:38
398	23:07:34	23:12:18	0:4:44
399	23:07:34	23:12:22	0:4:48
392	23:07:34	23:12:23	0:4:49
394	23:07:34	23:12:26	0:4:52
396	23:07:34	23:12:26	0:4:52
393	23:07:34	23:12:27	0:4:52
397	23:07:34	23:12:28	0:4:54
