Index	Heure start
362	22:47:26
367	22:47:26
365	22:47:26
363	22:47:26
360	22:47:26
371	22:52:22
369	22:52:22
374	22:52:22
373	22:52:22
375	22:52:22
368	22:52:22
370	22:52:22
372	22:52:22
377	22:57:26
382	22:57:26
378	22:57:26
380	22:57:26
381	22:57:26
383	22:57:26
379	22:57:26
376	22:57:26
386	23:02:22
385	23:02:22
387	23:02:22
391	23:02:22
388	23:02:22
384	23:02:22
390	23:02:22
389	23:02:22
396	23:07:34
393	23:07:34
395	23:07:34
397	23:07:34
394	23:07:34
398	23:07:34
399	23:07:34
392	23:07:34
