Index	Heure start	Heure end	Durée
179	20:41:52	20:46:08	0:4:15
183	20:41:52	20:46:08	0:4:15
181	20:41:52	20:46:08	0:4:15
178	20:41:52	20:46:17	0:4:24
185	20:46:17	20:50:23	0:4:6
187	20:46:17	20:50:25	0:4:8
190	20:46:17	20:50:28	0:4:11
184	20:46:17	20:50:28	0:4:11
188	20:46:17	20:50:29	0:4:12
189	20:46:17	20:50:32	0:4:14
186	20:46:17	20:50:39	0:4:22
191	20:46:17	20:50:42	0:4:24
192	20:50:42	20:54:51	0:4:8
193	20:50:42	20:54:51	0:4:9
195	20:50:42	20:54:54	0:4:12
196	20:50:42	20:54:55	0:4:13
198	20:50:42	20:54:56	0:4:13
199	20:50:42	20:54:59	0:4:16
197	20:50:42	20:55:00	0:4:18
194	20:50:42	20:55:03	0:4:21
202	20:55:03	20:59:12	0:4:9
205	20:55:03	20:59:12	0:4:9
201	20:55:03	20:59:13	0:4:10
204	20:55:03	20:59:15	0:4:11
207	20:55:03	20:59:16	0:4:12
203	20:55:03	20:59:16	0:4:13
206	20:55:03	20:59:17	0:4:14
200	20:55:03	20:59:22	0:4:18
210	20:59:22	21:03:29	0:4:7
213	20:59:22	21:03:30	0:4:7
211	20:59:22	21:03:32	0:4:9
212	20:59:22	21:03:34	0:4:12
209	20:59:22	21:03:37	0:4:14
214	20:59:22	21:03:38	0:4:15
208	20:59:22	21:03:39	0:4:16
215	20:59:22	21:03:41	0:4:19
220	21:03:41	21:07:51	0:4:9
218	21:03:41	21:07:53	0:4:11
217	21:03:41	21:07:56	0:4:14
222	21:03:41	21:07:56	0:4:14
216	21:03:41	21:07:58	0:4:16
223	21:03:41	21:07:58	0:4:16
219	21:03:41	21:07:59	0:4:17
221	21:03:41	21:07:59	0:4:17
226	21:07:59	21:12:06	0:4:6
231	21:07:59	21:12:08	0:4:8
230	21:07:59	21:12:09	0:4:9
224	21:07:59	21:12:09	0:4:9
227	21:07:59	21:12:09	0:4:9
225	21:07:59	21:12:09	0:4:9
228	21:07:59	21:12:12	0:4:13
229	21:07:59	21:12:13	0:4:14
235	21:12:14	21:16:22	0:4:8
236	21:12:14	21:16:22	0:4:8
233	21:12:14	21:16:23	0:4:9
232	21:12:14	21:16:24	0:4:10
239	21:12:14	21:16:24	0:4:10
237	21:12:14	21:16:25	0:4:10
238	21:12:14	21:16:26	0:4:12
234	21:12:14	21:16:26	0:4:12
245	21:16:26	21:20:38	0:4:11
240	21:16:26	21:20:39	0:4:12
241	21:16:26	21:20:40	0:4:13
244	21:16:26	21:20:40	0:4:13
247	21:16:26	21:20:43	0:4:16
246	21:16:26	21:20:45	0:4:18
242	21:16:26	21:20:45	0:4:19
243	21:16:26	21:20:47	0:4:20
252	21:20:47	21:24:59	0:4:11
249	21:20:47	21:25:00	0:4:12
255	21:20:47	21:25:01	0:4:13
250	21:20:47	21:25:03	0:4:15
253	21:20:47	21:25:05	0:4:17
254	21:20:47	21:25:05	0:4:17
251	21:20:47	21:25:06	0:4:18
248	21:20:47	21:25:08	0:4:20
260	21:25:08	21:29:17	0:4:8
262	21:25:08	21:29:21	0:4:12
257	21:25:08	21:29:22	0:4:13
259	21:25:08	21:29:22	0:4:13
263	21:25:08	21:29:22	0:4:13
258	21:25:08	21:29:23	0:4:15
261	21:25:08	21:29:26	0:4:17
256	21:25:08	21:29:28	0:4:19
266	21:29:28	21:33:39	0:4:11
267	21:29:28	21:33:39	0:4:11
264	21:29:28	21:33:42	0:4:13
270	21:29:28	21:33:42	0:4:13
265	21:29:28	21:33:44	0:4:15
271	21:29:28	21:33:45	0:4:16
269	21:29:28	21:33:46	0:4:18
268	21:29:28	21:33:48	0:4:20
279	21:33:48	21:37:56	0:4:7
277	21:33:48	21:37:56	0:4:7
275	21:33:48	21:38:00	0:4:11
276	21:33:48	21:38:00	0:4:11
272	21:33:48	21:38:00	0:4:12
274	21:33:48	21:38:00	0:4:12
278	21:33:48	21:38:02	0:4:13
273	21:33:48	21:38:06	0:4:17
281	21:38:06	21:42:19	0:4:12
282	21:38:06	21:42:19	0:4:13
283	21:38:06	21:42:21	0:4:15
280	21:38:06	21:42:23	0:4:17
284	21:38:06	21:42:24	0:4:18
285	21:38:06	21:42:25	0:4:18
287	21:38:06	21:42:29	0:4:23
286	21:38:06	21:42:39	0:4:33
294	21:42:39	21:46:49	0:4:9
295	21:42:39	21:46:53	0:4:14
289	21:42:39	21:46:54	0:4:14
291	21:42:39	21:46:55	0:4:15
292	21:42:39	21:46:57	0:4:17
288	21:42:39	21:47:00	0:4:20
293	21:42:39	21:47:00	0:4:20
290	21:42:39	21:47:04	0:4:24
300	21:47:04	21:51:14	0:4:9
296	21:47:04	21:51:15	0:4:10
297	21:47:04	21:51:16	0:4:11
298	21:47:04	21:51:17	0:4:12
303	21:47:04	21:51:17	0:4:12
299	21:47:04	21:51:18	0:4:13
302	21:47:04	21:51:20	0:4:15
301	21:47:04	21:51:22	0:4:17
311	21:51:22	21:55:40	0:4:17
310	21:51:22	21:55:41	0:4:18
307	21:51:22	21:55:41	0:4:18
308	21:51:22	21:55:41	0:4:19
306	21:51:22	21:55:44	0:4:21
304	21:51:22	21:55:44	0:4:21
305	21:51:22	21:55:45	0:4:22
309	21:51:22	21:55:45	0:4:22
315	21:55:45	21:59:57	0:4:11
319	21:55:45	21:59:57	0:4:12
312	21:55:45	21:59:59	0:4:13
317	21:55:45	22:00:00	0:4:14
313	21:55:45	22:00:00	0:4:14
314	21:55:45	22:00:01	0:4:16
316	21:55:45	22:00:02	0:4:17
318	21:55:45	22:00:04	0:4:19
326	22:00:05	22:04:20	0:4:15
325	22:00:05	22:04:21	0:4:15
323	22:00:05	22:04:22	0:4:17
321	22:00:05	22:04:22	0:4:17
324	22:00:05	22:04:23	0:4:18
322	22:00:05	22:04:23	0:4:18
327	22:00:05	22:04:23	0:4:18
320	22:00:05	22:04:25	0:4:20
333	22:04:25	22:08:40	0:4:14
334	22:04:25	22:08:42	0:4:16
329	22:04:25	22:08:44	0:4:18
330	22:04:25	22:08:45	0:4:19
328	22:04:25	22:08:45	0:4:20
335	22:04:25	22:08:47	0:4:21
331	22:04:25	22:08:50	0:4:24
332	22:04:25	22:08:51	0:4:25
341	22:08:51	22:13:08	0:4:17
342	22:08:51	22:13:08	0:4:17
336	22:08:51	22:13:09	0:4:18
343	22:08:51	22:13:09	0:4:18
339	22:08:51	22:13:11	0:4:20
338	22:08:51	22:13:11	0:4:20
340	22:08:51	22:13:12	0:4:21
337	22:08:51	22:13:14	0:4:23
345	22:13:14	22:17:29	0:4:14
350	22:13:14	22:17:34	0:4:19
349	22:13:14	22:17:36	0:4:22
344	22:13:14	22:17:37	0:4:23
347	22:13:14	22:17:38	0:4:23
346	22:13:14	22:17:39	0:4:24
351	22:13:14	22:17:40	0:4:25
348	22:13:14	22:17:43	0:4:28
354	22:17:43	22:21:59	0:4:15
358	22:17:43	22:22:00	0:4:16
359	22:17:43	22:22:00	0:4:17
357	22:17:43	22:22:01	0:4:17
353	22:17:43	22:22:03	0:4:19
352	22:17:43	22:22:03	0:4:20
355	22:17:43	22:22:05	0:4:21
356	22:17:43	22:22:08	0:4:24
366	22:22:08	22:26:25	0:4:17
360	22:22:08	22:26:26	0:4:17
363	22:22:08	22:26:28	0:4:19
365	22:22:08	22:26:28	0:4:20
362	22:22:08	22:26:29	0:4:20
364	22:22:08	22:26:29	0:4:21
361	22:22:08	22:26:31	0:4:22
367	22:22:08	22:26:33	0:4:25
372	22:26:33	22:30:45	0:4:12
370	22:26:33	22:30:48	0:4:15
375	22:26:33	22:30:49	0:4:15
373	22:26:33	22:30:49	0:4:15
368	22:26:33	22:30:50	0:4:16
369	22:26:33	22:30:51	0:4:17
371	22:26:33	22:30:51	0:4:17
374	22:26:33	22:30:58	0:4:25
378	22:30:58	22:35:12	0:4:13
376	22:30:58	22:35:12	0:4:13
377	22:30:58	22:35:13	0:4:14
383	22:30:58	22:35:15	0:4:17
380	22:30:58	22:35:16	0:4:17
381	22:30:58	22:35:17	0:4:18
382	22:30:58	22:35:17	0:4:18
379	22:30:58	22:35:18	0:4:19
386	22:35:18	22:39:31	0:4:12
387	22:35:18	22:39:34	0:4:16
390	22:35:18	22:39:35	0:4:16
391	22:35:18	22:39:36	0:4:17
388	22:35:18	22:39:37	0:4:18
389	22:35:18	22:39:37	0:4:18
384	22:35:18	22:39:37	0:4:18
385	22:35:18	22:39:39	0:4:20
392	22:39:39	22:43:54	0:4:14
397	22:39:39	22:43:54	0:4:15
398	22:39:39	22:43:56	0:4:16
393	22:39:39	22:43:56	0:4:17
395	22:39:39	22:43:57	0:4:17
399	22:39:39	22:43:57	0:4:18
394	22:39:39	22:43:57	0:4:18
396	22:39:39	22:44:01	0:4:22
