Index	edge	1	2	3	4	5	6	7	8	9	finesse_moy	finesse_max	Area	Reward
1	1.153e-02	7.000e-02	4.608e-02	9.482e-02	2.507e-02	-7.796e-02	-9.210e-02	-4.751e-02	3.192e-01	-1.000e-01	8.620e-03	8.642e-03	3.048e-03	8.622e-03
1	2.793e-02	2.565e-02	8.388e-02	9.128e-02	7.636e-02	-2.949e-02	-8.212e-02	-2.996e-02	5.432e-01	-1.000e-01	1.575e-02	1.575e-02	2.791e-03	1.575e-02
1	3.232e-02	3.762e-02	7.964e-02	7.428e-02	4.304e-02	-4.431e-02	-8.344e-02	-6.200e-02	7.212e-01	-3.982e-02	1.362e-02	1.363e-02	2.991e-03	1.361e-02
1	4.522e-02	2.957e-02	9.245e-02	6.247e-02	6.713e-02	-6.608e-02	-3.194e-02	-2.272e-02	7.166e-01	-5.512e-02	1.168e-02	1.169e-02	2.470e-03	5.315e-03
1	5.000e-03	3.391e-02	8.776e-02	8.797e-02	5.455e-02	-7.026e-02	-7.213e-02	-5.901e-02	7.438e-01	-1.000e-01	1.520e-02	1.525e-02	3.046e-03	1.520e-02
1	4.224e-02	4.154e-02	9.064e-02	1.000e-01	1.132e-01	-5.351e-02	-9.297e-02	-1.613e-02	7.685e-01	-1.452e-02	6.434e-03	6.446e-03	3.328e-03	-4.754e-02
2	7.135e-03	1.390e-02	6.730e-02	9.569e-02	5.655e-02	-3.745e-02	-8.008e-02	-2.712e-02	7.448e-01	-8.946e-02	1.422e-02	1.423e-02	2.465e-03	6.787e-03
2	9.709e-03	2.977e-02	5.986e-02	9.643e-02	7.788e-02	-1.515e-02	-6.985e-02	-3.510e-02	6.999e-01	-6.801e-02	1.575e-02	1.575e-02	2.474e-03	1.015e-02
2	2.000e-02	3.761e-02	4.656e-02	4.810e-02	4.142e-02	-2.702e-02	-8.373e-02	-7.090e-02	7.452e-01	-7.564e-02	1.842e-02	1.843e-02	2.485e-03	1.500e-02
2	6.997e-03	3.906e-02	5.486e-02	6.999e-02	3.659e-02	-3.378e-02	-7.051e-02	-1.000e-01	7.325e-01	-7.161e-02	2.359e-02	2.360e-02	2.793e-03	2.359e-02
2	8.784e-03	2.857e-02	8.717e-02	6.704e-02	7.320e-02	-7.536e-02	-7.459e-02	-5.605e-02	7.580e-01	-5.632e-02	1.256e-02	1.258e-02	3.013e-03	1.256e-02
2	2.843e-02	3.081e-02	9.999e-02	9.704e-02	4.827e-02	-6.554e-02	-5.209e-02	-3.340e-02	6.350e-01	-9.882e-02	1.100e-02	1.102e-02	2.848e-03	1.101e-02
2	2.727e-02	1.205e-02	5.018e-02	5.053e-02	6.773e-02	-5.894e-02	-8.964e-02	-2.959e-02	6.983e-01	-3.922e-02	1.204e-02	1.206e-02	2.404e-03	-7.486e-03
2	1.971e-02	3.677e-02	8.106e-02	9.270e-02	6.314e-02	-6.720e-02	-5.611e-02	-3.060e-02	5.914e-01	-5.064e-02	1.043e-02	1.044e-02	2.784e-03	1.043e-02
3	2.097e-02	2.157e-02	1.442e-02	5.533e-02	5.974e-02	-5.743e-02	-6.924e-02	-6.622e-02	7.754e-01	-6.454e-02	1.630e-02	1.630e-02	2.266e-03	-3.084e-02
3	5.000e-03	3.352e-02	3.892e-02	6.413e-02	2.600e-02	-2.252e-02	-4.764e-02	-8.826e-02	6.269e-01	-8.171e-02	2.090e-02	2.094e-02	2.209e-03	-3.779e-02
3	7.347e-03	4.707e-02	3.880e-02	6.688e-02	4.406e-02	-5.249e-02	-8.539e-02	-6.016e-02	7.758e-01	-5.775e-02	1.388e-02	1.391e-02	2.640e-03	1.389e-02
3	5.000e-03	3.795e-02	8.166e-02	8.025e-02	3.226e-02	-6.105e-02	-6.148e-02	-8.903e-02	6.827e-01	-8.489e-02	1.903e-02	1.904e-02	3.012e-03	1.903e-02
3	6.199e-03	3.969e-02	6.923e-02	7.718e-02	5.609e-02	-6.304e-02	-8.270e-02	-7.299e-02	7.519e-01	-1.000e-01	1.895e-02	1.896e-02	3.045e-03	1.895e-02
3	5.000e-03	5.113e-02	4.883e-02	2.410e-02	2.475e-02	-5.976e-02	-5.724e-02	-9.157e-02	7.572e-01	-1.000e-01	1.681e-02	1.682e-02	2.434e-03	3.246e-03
3	2.126e-02	6.113e-02	5.444e-02	9.450e-02	4.799e-02	-1.194e-02	-7.086e-02	-7.762e-02	6.329e-01	-6.694e-02	2.130e-02	2.131e-02	2.882e-03	2.129e-02
3	1.143e-02	2.753e-02	7.717e-02	5.692e-02	3.572e-02	-6.504e-02	-8.655e-02	-7.081e-02	7.073e-01	-1.391e-02	1.053e-02	1.058e-02	2.925e-03	1.054e-02
4	2.043e-02	2.207e-02	8.108e-02	8.888e-02	4.546e-02	-2.890e-02	-6.908e-02	-9.480e-02	7.846e-01	-6.520e-02	2.301e-02	2.301e-02	3.005e-03	2.301e-02
4	5.000e-03	4.250e-02	7.258e-02	9.080e-02	3.018e-02	-3.589e-02	-7.211e-02	-3.632e-02	5.491e-01	-2.646e-02	1.124e-02	1.125e-02	2.589e-03	1.124e-02
4	5.000e-03	5.704e-02	2.535e-02	9.104e-02	6.115e-02	-6.054e-02	-8.974e-02	-7.831e-02	7.547e-01	-8.943e-02	1.958e-02	1.959e-02	3.008e-03	1.958e-02
4	1.074e-02	4.840e-02	8.942e-02	6.563e-02	5.192e-02	-2.277e-02	-6.559e-02	-6.992e-02	7.517e-01	-6.545e-02	1.893e-02	1.897e-02	2.821e-03	1.894e-02
4	6.681e-03	5.102e-02	8.268e-02	1.133e-02	5.301e-02	-5.682e-02	-8.240e-02	-7.551e-02	6.410e-01	-1.000e-01	1.703e-02	1.703e-02	2.799e-03	1.703e-02
4	6.698e-03	6.773e-02	6.960e-02	9.924e-02	5.193e-02	-3.627e-02	-6.637e-02	-1.000e-01	6.844e-01	-9.059e-02	2.500e-02	2.501e-02	3.291e-03	-2.156e-02
4	6.775e-03	2.891e-02	6.645e-02	8.771e-02	4.177e-02	-2.108e-02	-7.081e-02	-1.000e-01	7.542e-01	-8.587e-02	2.741e-02	2.742e-02	2.868e-03	2.742e-02
4	1.270e-02	4.404e-02	8.261e-02	9.284e-02	2.961e-02	-5.263e-02	-8.504e-02	-1.000e-01	7.437e-01	-9.597e-02	2.317e-02	2.318e-02	3.376e-03	-4.049e-02
5	5.000e-03	3.605e-02	2.948e-02	4.483e-02	5.178e-02	-1.176e-02	-7.407e-02	-9.824e-02	7.502e-01	-1.000e-01	2.716e-02	2.718e-02	2.353e-03	-2.651e-03
5	9.002e-03	4.409e-02	4.871e-02	5.286e-02	3.798e-02	-6.144e-02	-7.914e-02	-6.890e-02	7.488e-01	3.382e-02	1.031e-02	1.031e-02	2.716e-03	1.031e-02
5	9.981e-03	5.160e-02	6.408e-02	9.908e-02	3.785e-02	-5.166e-02	-7.521e-02	-6.857e-02	7.554e-01	-6.015e-02	1.494e-02	1.495e-02	3.023e-03	1.494e-02
5	5.000e-03	3.113e-02	6.538e-02	6.111e-02	3.952e-02	-6.377e-02	-7.929e-02	-1.000e-01	7.572e-01	-3.832e-02	1.768e-02	1.771e-02	3.026e-03	1.768e-02
5	1.677e-02	6.041e-02	8.081e-02	8.375e-02	8.424e-02	-3.125e-02	-7.949e-02	-3.715e-02	7.601e-01	-1.000e-01	1.714e-02	1.714e-02	2.959e-03	1.714e-02
5	5.000e-03	3.412e-02	6.666e-02	5.650e-02	1.681e-02	-5.727e-02	-7.222e-02	-1.000e-01	6.532e-01	-6.147e-02	1.817e-02	1.818e-02	2.840e-03	1.818e-02
5	1.740e-02	4.134e-02	7.269e-02	8.467e-02	5.077e-02	-2.424e-02	-5.929e-02	-9.601e-02	7.523e-01	-2.722e-02	2.094e-02	2.097e-02	2.971e-03	2.094e-02
5	5.000e-03	4.143e-02	5.380e-02	8.979e-02	3.877e-02	-5.575e-02	-8.442e-02	-8.753e-02	7.362e-01	-1.000e-01	2.237e-02	2.239e-02	3.038e-03	2.236e-02
6	5.434e-03	2.567e-02	6.139e-02	9.265e-02	5.222e-02	-5.785e-02	-8.550e-02	-6.905e-02	7.739e-01	-8.008e-02	1.733e-02	1.734e-02	2.948e-03	1.733e-02
6	1.642e-02	2.613e-02	9.620e-02	8.779e-02	3.878e-02	-5.941e-02	-8.492e-02	-4.156e-02	6.338e-01	-8.810e-02	1.272e-02	1.273e-02	2.966e-03	1.272e-02
6	2.201e-02	4.950e-02	8.173e-02	8.899e-02	6.286e-02	-4.758e-02	-7.659e-02	-6.167e-02	7.442e-01	-2.760e-02	1.298e-02	1.300e-02	3.173e-03	-1.007e-02
6	1.192e-02	5.075e-02	7.584e-02	9.054e-02	3.361e-02	-4.563e-02	-7.279e-02	-1.000e-01	7.495e-01	-5.226e-02	2.013e-02	2.014e-02	3.252e-03	-1.862e-02
6	5.000e-03	3.476e-02	6.774e-02	8.800e-02	5.272e-02	-6.679e-02	-8.543e-02	-1.000e-01	7.628e-01	-8.739e-02	2.308e-02	2.308e-02	3.319e-03	-2.903e-02
6	5.000e-03	4.104e-02	5.726e-02	6.659e-02	2.284e-02	-2.354e-02	-7.076e-02	-8.549e-02	6.299e-01	-6.439e-02	1.917e-02	1.917e-02	2.583e-03	1.917e-02
6	5.000e-03	3.990e-02	4.714e-02	7.125e-02	3.389e-02	-5.177e-02	-8.045e-02	-8.590e-02	7.443e-01	-2.882e-02	1.614e-02	1.616e-02	2.819e-03	1.614e-02
6	6.499e-03	3.893e-02	6.768e-02	8.770e-02	4.220e-02	-3.028e-02	-7.140e-02	-1.000e-01	7.230e-01	-8.238e-02	2.538e-02	2.540e-02	3.000e-03	2.538e-02
7	1.799e-02	3.698e-02	6.148e-02	6.381e-02	2.490e-02	-3.475e-02	-7.854e-02	-8.567e-02	7.676e-01	-1.000e-01	2.166e-02	2.168e-02	2.725e-03	2.167e-02
7	5.000e-03	3.264e-02	5.673e-02	9.104e-02	3.824e-02	-6.103e-02	-8.058e-02	-6.709e-02	7.317e-01	-7.383e-02	1.526e-02	1.528e-02	2.859e-03	1.526e-02
7	5.000e-03	1.764e-02	7.480e-02	7.927e-02	2.581e-02	-3.769e-02	-7.234e-02	-9.626e-02	6.242e-01	-7.907e-02	2.222e-02	2.224e-02	2.829e-03	2.222e-02
7	6.997e-03	4.562e-02	8.796e-02	7.931e-02	2.633e-02	-4.264e-02	-8.095e-02	-5.673e-02	7.421e-01	-5.102e-02	1.213e-02	1.214e-02	2.904e-03	1.214e-02
7	1.317e-02	4.169e-02	7.481e-02	7.713e-02	2.850e-02	-3.297e-02	-7.672e-02	-6.806e-02	7.655e-01	-6.237e-02	1.677e-02	1.678e-02	2.791e-03	1.677e-02
7	1.584e-02	3.438e-02	6.206e-02	9.229e-02	4.812e-02	-6.066e-04	-8.026e-02	-7.463e-02	6.352e-01	-4.462e-02	2.043e-02	2.045e-02	2.745e-03	2.044e-02
7	1.608e-02	3.052e-02	6.193e-02	7.550e-02	4.324e-02	-6.151e-02	-7.678e-02	-4.759e-02	7.273e-01	-8.537e-02	1.357e-02	1.359e-02	2.658e-03	1.358e-02
7	5.000e-03	4.495e-02	3.167e-02	4.258e-02	4.711e-02	-6.060e-02	-7.675e-02	-7.454e-02	6.549e-01	1.030e-01	1.262e-02	1.265e-02	2.601e-03	1.262e-02
8	1.406e-02	2.692e-02	4.241e-02	8.896e-02	2.806e-02	-2.889e-02	-8.749e-02	-8.455e-02	6.300e-01	-8.308e-02	2.164e-02	2.164e-02	2.719e-03	2.163e-02
8	1.378e-02	4.099e-02	6.563e-02	8.846e-02	4.612e-02	0.000e+00	-7.297e-02	-8.173e-02	5.829e-01	-7.914e-02	2.339e-02	2.340e-02	2.755e-03	2.339e-02
8	9.447e-03	1.314e-02	4.402e-02	6.086e-02	4.020e-02	-1.019e-02	-8.272e-02	-1.000e-01	7.554e-01	-1.000e-01	2.753e-02	2.753e-02	2.468e-03	2.073e-02
8	1.200e-02	1.617e-02	5.749e-02	7.405e-02	2.992e-02	-3.132e-02	-8.460e-02	-8.566e-02	7.590e-01	-6.790e-02	2.103e-02	2.108e-02	2.675e-03	2.103e-02
8	9.255e-03	2.236e-02	6.637e-02	8.912e-02	2.047e-02	-5.065e-02	-7.792e-02	-1.000e-01	7.344e-01	-1.000e-01	2.380e-02	2.381e-02	2.977e-03	2.381e-02
8	1.356e-02	4.404e-02	5.406e-02	7.168e-02	3.883e-02	-1.172e-02	-7.384e-02	-7.863e-02	7.518e-01	-6.244e-02	2.116e-02	2.117e-02	2.600e-03	2.116e-02
8	2.133e-02	4.315e-02	8.531e-02	6.810e-02	3.863e-02	-1.488e-02	-7.463e-02	-8.252e-02	6.709e-01	-9.550e-02	2.357e-02	2.359e-02	2.880e-03	2.356e-02
8	2.230e-02	3.368e-02	6.025e-02	9.101e-02	3.553e-02	0.000e+00	-8.196e-02	-7.794e-02	7.478e-01	-8.190e-02	2.397e-02	2.403e-02	2.707e-03	2.396e-02
9	5.407e-03	4.088e-02	6.120e-02	9.369e-02	2.877e-02	-3.597e-02	-7.710e-02	-8.043e-02	7.139e-01	-7.356e-02	1.953e-02	1.954e-02	2.872e-03	1.954e-02
9	1.230e-02	3.524e-02	7.074e-02	8.985e-02	5.008e-02	0.000e+00	-7.578e-02	-8.092e-02	6.732e-01	-5.701e-02	2.223e-02	2.223e-02	2.799e-03	2.223e-02
9	1.733e-02	2.102e-02	8.534e-02	9.357e-02	2.754e-02	0.000e+00	-8.092e-02	-9.248e-02	4.168e-01	-7.321e-02	2.308e-02	2.310e-02	2.919e-03	2.308e-02
9	2.749e-02	3.749e-02	7.973e-02	7.522e-02	2.646e-02	0.000e+00	-7.400e-02	-7.413e-02	7.455e-01	-1.000e-01	2.393e-02	2.394e-02	2.662e-03	2.394e-02
9	1.733e-02	3.610e-02	5.204e-02	8.319e-02	3.520e-02	-1.992e-02	-7.313e-02	-8.207e-02	7.038e-01	-9.415e-02	2.310e-02	2.312e-02	2.655e-03	2.310e-02
9	2.033e-02	4.494e-02	6.883e-02	8.964e-02	1.937e-02	-3.026e-02	-7.919e-02	-7.586e-02	7.250e-01	-6.219e-02	1.788e-02	1.790e-02	2.904e-03	1.788e-02
9	1.161e-02	5.224e-02	8.684e-02	8.917e-02	5.268e-02	-1.514e-03	-6.095e-02	-8.491e-02	7.473e-01	-1.000e-01	2.712e-02	2.715e-02	2.923e-03	2.713e-02
9	2.351e-02	4.419e-02	7.456e-02	9.270e-02	7.469e-02	-7.843e-03	-7.886e-02	-8.786e-02	5.827e-01	-1.000e-01	2.646e-02	2.648e-02	3.141e-03	9.898e-03
10	1.912e-02	4.300e-02	8.659e-02	8.876e-02	2.095e-02	-1.357e-02	-6.452e-02	-6.754e-02	6.392e-01	-7.965e-02	1.894e-02	1.897e-02	2.743e-03	1.894e-02
10	1.731e-02	5.086e-02	7.467e-02	9.223e-02	4.945e-02	-4.444e-03	-7.197e-02	-8.398e-02	5.271e-01	-1.000e-01	2.415e-02	2.419e-02	2.960e-03	2.415e-02
10	5.000e-03	3.664e-02	7.493e-02	8.281e-02	7.148e-02	-4.538e-03	-6.925e-02	-9.135e-02	7.478e-01	-7.891e-02	2.706e-02	2.708e-02	2.889e-03	2.706e-02
10	1.933e-02	4.418e-02	5.039e-02	8.864e-02	4.399e-02	0.000e+00	-7.830e-02	-7.882e-02	6.189e-01	-8.132e-02	2.415e-02	2.419e-02	2.688e-03	2.415e-02
10	2.665e-02	2.283e-02	7.000e-02	9.220e-02	4.339e-02	-2.591e-02	-6.605e-02	-6.171e-02	6.786e-01	-5.688e-02	1.717e-02	1.718e-02	2.661e-03	1.716e-02
10	3.006e-02	5.656e-02	5.630e-02	9.311e-02	2.488e-02	0.000e+00	-7.736e-02	-8.725e-02	5.970e-01	-1.000e-01	2.538e-02	2.539e-02	2.857e-03	2.538e-02
10	1.083e-02	3.699e-02	6.088e-02	9.069e-02	3.211e-02	-1.614e-02	-7.074e-02	-1.000e-01	5.606e-01	-1.000e-01	2.643e-02	2.648e-02	2.851e-03	2.642e-02
10	2.174e-02	3.384e-02	8.726e-02	6.962e-02	2.522e-02	0.000e+00	-6.935e-02	-9.436e-02	6.671e-01	-1.000e-01	2.721e-02	2.722e-02	2.767e-03	2.722e-02
11	1.041e-02	5.887e-02	9.318e-02	7.614e-02	3.742e-02	-4.938e-03	-3.480e-02	-7.650e-02	7.447e-01	-9.616e-02	2.389e-02	2.390e-02	2.607e-03	2.389e-02
11	1.121e-02	3.650e-02	7.700e-02	8.927e-02	3.630e-02	-4.554e-02	-6.872e-02	-1.000e-01	7.550e-01	-1.000e-01	2.546e-02	2.554e-02	3.108e-03	1.537e-02
11	1.417e-02	4.819e-02	7.700e-02	8.777e-02	3.620e-02	0.000e+00	-5.524e-02	-9.460e-02	6.485e-01	-8.979e-02	2.722e-02	2.725e-02	2.795e-03	2.722e-02
11	1.815e-02	4.458e-02	9.623e-02	5.869e-02	5.473e-02	-3.010e-02	-6.571e-02	-6.348e-02	6.824e-01	-1.000e-01	1.940e-02	1.941e-02	2.818e-03	1.940e-02
11	2.063e-02	3.173e-02	8.294e-02	8.993e-02	7.896e-02	0.000e+00	-8.341e-02	-8.650e-02	6.038e-01	-9.793e-02	2.737e-02	2.744e-02	3.100e-03	1.896e-02
11	5.000e-03	3.919e-02	7.481e-02	8.845e-02	4.685e-02	-1.916e-02	-7.302e-02	-1.000e-01	6.573e-01	-1.000e-01	2.784e-02	2.786e-02	3.023e-03	2.783e-02
11	1.213e-02	4.049e-02	5.804e-02	9.343e-02	2.982e-02	0.000e+00	-7.656e-02	-1.000e-01	5.041e-01	-1.000e-01	2.682e-02	2.684e-02	2.829e-03	2.682e-02
11	3.125e-02	6.920e-02	7.134e-02	8.875e-02	4.458e-02	0.000e+00	-7.323e-02	-6.299e-02	6.679e-01	-7.580e-02	1.988e-02	1.991e-02	2.881e-03	1.989e-02
12	9.730e-03	4.856e-02	6.647e-02	8.313e-02	2.070e-02	0.000e+00	-4.735e-02	-9.444e-02	5.604e-01	-1.000e-01	2.524e-02	2.525e-02	2.548e-03	2.525e-02
12	5.000e-03	3.749e-02	6.945e-02	9.148e-02	3.688e-02	-2.737e-02	-6.275e-02	-9.137e-02	6.005e-01	-9.123e-02	2.343e-02	2.345e-02	2.848e-03	2.344e-02
12	7.919e-03	2.710e-02	4.235e-02	9.297e-02	4.404e-02	-9.332e-03	-7.232e-02	-9.874e-02	7.580e-01	-9.017e-02	2.804e-02	2.806e-02	2.652e-03	2.804e-02
12	1.800e-02	5.512e-02	5.073e-02	9.045e-02	1.902e-02	-9.337e-03	-7.656e-02	-9.556e-02	6.911e-01	-9.619e-02	2.641e-02	2.647e-02	2.830e-03	2.641e-02
12	5.582e-03	3.841e-02	7.349e-02	8.069e-02	4.154e-02	-1.364e-03	-5.841e-02	-8.662e-02	7.503e-01	-9.664e-02	2.668e-02	2.669e-02	2.612e-03	2.668e-02
12	5.000e-03	4.676e-02	4.620e-02	7.476e-02	2.913e-02	-3.068e-02	-7.148e-02	-9.222e-02	6.849e-01	-9.078e-02	2.222e-02	2.224e-02	2.689e-03	2.222e-02
12	8.010e-03	4.924e-02	8.538e-02	9.206e-02	7.365e-02	0.000e+00	-5.727e-02	-1.000e-01	6.485e-01	-8.784e-02	2.920e-02	2.925e-02	3.071e-03	2.653e-02
12	1.463e-02	4.147e-02	5.960e-02	9.033e-02	2.025e-02	-1.932e-02	-6.548e-02	-1.000e-01	6.037e-01	-1.000e-01	2.559e-02	2.560e-02	2.808e-03	2.559e-02
13	9.044e-03	4.190e-02	4.611e-02	8.942e-02	4.363e-02	-2.227e-02	-6.733e-02	-8.889e-02	7.652e-01	-9.797e-02	2.571e-02	2.571e-02	2.700e-03	2.571e-02
13	1.544e-02	3.991e-02	4.480e-02	9.227e-02	6.141e-02	0.000e+00	-5.245e-02	-9.192e-02	7.711e-01	-1.000e-01	2.977e-02	2.977e-02	2.562e-03	2.977e-02
13	9.031e-03	3.580e-02	8.038e-02	8.441e-02	4.513e-02	-2.002e-02	-7.427e-02	-1.000e-01	7.475e-01	-1.000e-01	2.839e-02	2.840e-02	3.036e-03	2.839e-02
13	5.000e-03	2.363e-02	7.280e-02	8.989e-02	5.818e-02	-2.633e-03	-6.655e-02	-1.000e-01	6.649e-01	-9.050e-02	2.901e-02	2.911e-02	2.821e-03	2.901e-02
13	1.334e-02	3.939e-02	7.480e-02	7.209e-02	5.786e-02	0.000e+00	-4.509e-02	-7.776e-02	7.835e-01	-9.439e-02	2.581e-02	2.583e-02	2.474e-03	2.021e-02
13	1.902e-02	4.617e-02	5.907e-02	9.147e-02	6.254e-02	0.000e+00	-6.826e-02	-9.482e-02	7.664e-01	-7.184e-02	2.807e-02	2.812e-02	2.894e-03	2.807e-02
13	7.646e-03	3.319e-02	8.137e-02	8.888e-02	5.323e-02	-6.564e-03	-7.310e-02	-9.916e-02	5.632e-01	-8.190e-02	2.691e-02	2.693e-02	3.010e-03	2.692e-02
13	1.016e-02	4.698e-02	8.239e-02	9.139e-02	4.592e-02	-1.622e-02	-7.428e-02	-1.000e-01	6.995e-01	-1.000e-01	2.841e-02	2.843e-02	3.152e-03	9.520e-03
14	5.000e-03	4.311e-02	3.945e-02	9.076e-02	4.728e-02	-1.915e-02	-6.866e-02	-9.907e-02	7.361e-01	-8.594e-02	2.753e-02	2.753e-02	2.748e-03	2.753e-02
14	1.618e-02	3.701e-02	7.664e-02	9.062e-02	4.490e-02	-5.560e-03	-6.453e-02	-8.897e-02	6.320e-01	-7.958e-02	2.505e-02	2.507e-02	2.846e-03	2.506e-02
14	1.058e-02	1.941e-02	8.732e-02	9.008e-02	6.395e-02	0.000e+00	-4.900e-02	-9.322e-02	7.635e-01	-9.031e-02	2.892e-02	2.892e-02	2.729e-03	2.892e-02
14	5.000e-03	3.583e-02	8.473e-02	8.907e-02	5.274e-02	0.000e+00	-4.235e-02	-1.000e-01	6.108e-01	-8.095e-02	2.800e-02	2.803e-02	2.757e-03	2.800e-02
14	9.989e-03	3.467e-02	3.249e-02	9.186e-02	7.692e-02	0.000e+00	-6.898e-02	-1.000e-01	7.439e-01	-7.534e-02	2.847e-02	2.848e-02	2.687e-03	2.848e-02
14	1.439e-02	3.930e-02	5.248e-02	7.460e-02	6.782e-02	-5.897e-04	-6.897e-02	-9.126e-02	7.530e-01	-8.855e-02	2.895e-02	2.898e-02	2.673e-03	2.895e-02
14	9.153e-03	4.500e-02	7.417e-02	8.853e-02	2.241e-02	-1.259e-03	-5.155e-02	-1.000e-01	7.565e-01	-9.657e-02	2.872e-02	2.873e-02	2.696e-03	2.872e-02
14	1.577e-02	3.317e-02	8.718e-02	8.798e-02	5.761e-02	-6.470e-03	-5.862e-02	-1.000e-01	7.825e-01	-1.000e-01	3.000e-02	3.001e-02	2.958e-03	3.000e-02
15	1.110e-02	3.558e-02	7.126e-02	9.198e-02	5.243e-02	-1.615e-02	-5.405e-02	-9.526e-02	7.462e-01	-9.906e-02	2.833e-02	2.844e-02	2.818e-03	2.833e-02
15	1.775e-02	4.420e-02	9.097e-02	8.812e-02	8.141e-02	0.000e+00	-5.205e-02	-9.161e-02	7.436e-01	-8.083e-02	2.790e-02	2.792e-02	3.007e-03	2.789e-02
15	1.601e-02	2.201e-02	8.563e-02	8.678e-02	5.728e-02	0.000e+00	-5.006e-02	-8.729e-02	7.808e-01	-9.814e-02	2.759e-02	2.762e-02	2.661e-03	2.759e-02
15	1.531e-02	4.443e-02	7.300e-02	8.886e-02	5.764e-02	-3.583e-03	-5.382e-02	-1.000e-01	7.879e-01	-9.994e-02	3.094e-02	3.097e-02	2.867e-03	3.095e-02
15	1.541e-02	2.835e-02	8.765e-02	8.947e-02	7.485e-02	-3.307e-04	-6.456e-02	-9.446e-02	7.457e-01	-9.936e-02	2.998e-02	2.998e-02	2.978e-03	2.998e-02
15	1.153e-02	8.343e-03	9.049e-02	9.088e-02	5.541e-02	-1.072e-03	-5.544e-02	-1.000e-01	7.654e-01	-9.346e-02	2.970e-02	2.971e-02	2.772e-03	2.970e-02
15	5.000e-03	1.986e-02	7.626e-02	8.754e-02	7.992e-02	-1.913e-03	-7.006e-02	-1.000e-01	7.180e-01	-1.000e-01	3.036e-02	3.036e-02	2.907e-03	3.036e-02
15	1.792e-02	3.179e-02	8.662e-02	9.061e-02	4.830e-02	0.000e+00	-5.969e-02	-9.512e-02	7.535e-01	-1.000e-01	3.024e-02	3.026e-02	2.869e-03	3.024e-02
16	8.223e-03	1.188e-02	7.660e-02	8.877e-02	2.704e-02	-4.188e-03	-5.642e-02	-1.000e-01	8.000e-01	-1.000e-01	2.972e-02	2.973e-02	2.576e-03	2.973e-02
16	7.241e-03	3.124e-02	6.492e-02	8.923e-02	6.367e-02	-2.001e-04	-6.317e-02	-9.325e-02	7.603e-01	-8.890e-02	2.887e-02	2.887e-02	2.731e-03	2.886e-02
16	9.373e-03	6.648e-02	9.563e-02	8.895e-02	8.691e-02	-6.873e-03	-4.114e-02	-9.495e-02	7.592e-01	-1.000e-01	2.961e-02	2.962e-02	3.140e-03	1.316e-02
16	1.220e-02	2.352e-02	7.909e-02	8.944e-02	5.085e-02	-7.743e-03	-7.268e-02	-1.000e-01	7.529e-01	-1.000e-01	3.052e-02	3.059e-02	2.931e-03	3.052e-02
16	8.589e-03	2.856e-02	8.366e-02	8.184e-02	5.406e-02	0.000e+00	-5.104e-02	-1.000e-01	8.000e-01	-9.984e-02	3.186e-02	3.187e-02	2.727e-03	3.186e-02
