Index	Heure start
306	14:08:31
311	14:08:31
308	14:08:31
312	14:11:30
315	14:11:30
318	14:11:30
317	14:11:30
313	14:11:30
316	14:11:30
314	14:11:30
319	14:11:30
320	14:14:30
321	14:14:30
323	14:14:30
324	14:14:30
325	14:14:30
327	14:14:30
322	14:14:30
326	14:14:30
328	14:17:26
331	14:17:26
335	14:17:26
329	14:17:26
330	14:17:26
333	14:17:26
332	14:17:26
334	14:17:26
342	14:20:19
339	14:20:19
337	14:20:19
340	14:20:19
343	14:20:19
341	14:20:19
338	14:20:19
336	14:20:19
351	14:23:17
350	14:23:17
345	14:23:17
346	14:23:17
348	14:23:17
344	14:23:17
349	14:23:17
347	14:23:17
356	14:26:31
357	14:26:31
354	14:26:31
353	14:26:31
352	14:26:31
355	14:26:31
358	14:26:31
359	14:26:31
360	14:29:26
366	14:29:26
367	14:29:26
365	14:29:26
364	14:29:26
363	14:29:26
361	14:29:26
362	14:29:26
369	14:32:27
368	14:32:27
375	14:32:27
374	14:32:27
373	14:32:27
372	14:32:27
370	14:32:27
371	14:32:27
382	14:35:24
378	14:35:24
379	14:35:24
381	14:35:24
380	14:35:24
383	14:35:24
377	14:35:24
376	14:35:24
384	14:38:27
388	14:38:27
387	14:38:27
389	14:38:27
390	14:38:27
391	14:38:27
386	14:38:27
385	14:38:27
392	14:41:33
398	14:41:33
394	14:41:33
399	14:41:33
396	14:41:33
397	14:41:33
393	14:41:33
395	14:41:33
