Index	Heure start	Heure end	Durée
99	12:51:28	12:54:19	0:2:50
100	12:51:28	12:54:21	0:2:52
96	12:51:28	12:54:21	0:2:53
102	12:51:28	12:54:25	0:2:57
98	12:51:28	12:54:25	0:2:57
97	12:51:28	12:54:27	0:2:59
110	12:54:27	12:57:14	0:2:47
104	12:54:27	12:57:15	0:2:47
109	12:54:27	12:57:15	0:2:47
106	12:54:27	12:57:17	0:2:49
108	12:54:27	12:57:17	0:2:49
111	12:54:27	12:57:20	0:2:53
105	12:54:27	12:57:21	0:2:53
107	12:54:27	12:57:22	0:2:54
116	12:57:22	13:00:10	0:2:47
117	12:57:22	13:00:16	0:2:53
115	12:57:22	13:00:19	0:2:56
112	12:57:22	13:00:19	0:2:56
119	12:57:22	13:00:21	0:2:58
114	12:57:22	13:00:21	0:2:58
113	12:57:22	13:00:22	0:3:0
118	12:57:22	13:00:24	0:3:1
125	13:00:24	13:03:13	0:2:49
124	13:00:24	13:03:15	0:2:50
122	13:00:24	13:03:15	0:2:51
123	13:00:24	13:03:17	0:2:53
127	13:00:24	13:03:17	0:2:53
126	13:00:24	13:03:19	0:2:55
121	13:00:24	13:03:20	0:2:56
120	13:00:24	13:03:21	0:2:56
133	13:03:21	13:06:05	0:2:43
131	13:03:21	13:06:11	0:2:49
130	13:03:21	13:06:11	0:2:49
128	13:03:21	13:06:12	0:2:50
134	13:03:21	13:06:12	0:2:50
132	13:03:21	13:06:17	0:2:55
135	13:03:21	13:06:20	0:2:59
129	13:03:21	13:06:24	0:3:2
141	13:06:24	13:09:14	0:2:50
142	13:06:24	13:09:15	0:2:50
138	13:06:24	13:09:16	0:2:51
140	13:06:24	13:09:16	0:2:51
136	13:06:24	13:09:18	0:2:53
143	13:06:24	13:09:20	0:2:55
137	13:06:24	13:09:20	0:2:56
139	13:06:24	13:09:20	0:2:56
149	13:09:21	13:12:10	0:2:48
151	13:09:21	13:12:11	0:2:50
147	13:09:21	13:12:11	0:2:50
145	13:09:21	13:12:11	0:2:50
144	13:09:21	13:12:13	0:2:51
148	13:09:21	13:12:13	0:2:52
146	13:09:21	13:12:13	0:2:52
150	13:09:21	13:12:16	0:2:55
154	13:12:17	13:15:05	0:2:48
156	13:12:17	13:15:07	0:2:50
155	13:12:17	13:15:09	0:2:52
159	13:12:17	13:15:09	0:2:52
152	13:12:17	13:15:11	0:2:53
153	13:12:17	13:15:12	0:2:55
158	13:12:17	13:15:12	0:2:55
157	13:12:17	13:15:14	0:2:57
167	13:15:14	13:18:03	0:2:48
166	13:15:14	13:18:03	0:2:49
160	13:15:14	13:18:03	0:2:49
163	13:15:14	13:18:05	0:2:51
162	13:15:14	13:18:07	0:2:53
165	13:15:14	13:18:07	0:2:53
164	13:15:14	13:18:07	0:2:53
161	13:15:14	13:18:12	0:2:58
174	13:18:12	13:21:02	0:2:49
172	13:18:12	13:21:06	0:2:53
171	13:18:12	13:21:06	0:2:53
168	13:18:12	13:21:06	0:2:53
173	13:18:12	13:21:07	0:2:54
169	13:18:12	13:21:08	0:2:55
175	13:18:12	13:21:10	0:2:57
170	13:18:12	13:21:10	0:2:57
178	13:21:10	13:24:01	0:2:51
176	13:21:10	13:24:02	0:2:51
177	13:21:10	13:24:02	0:2:51
179	13:21:10	13:24:03	0:2:52
181	13:21:10	13:24:05	0:2:54
182	13:21:10	13:24:07	0:2:56
183	13:21:10	13:24:07	0:2:56
180	13:21:10	13:24:09	0:2:58
188	13:24:10	13:27:00	0:2:50
190	13:24:10	13:27:00	0:2:50
186	13:24:10	13:27:01	0:2:51
187	13:24:10	13:27:03	0:2:53
185	13:24:10	13:27:05	0:2:55
191	13:24:10	13:27:06	0:2:56
184	13:24:10	13:27:07	0:2:57
189	13:24:10	13:27:15	0:3:5
194	13:27:15	13:30:04	0:2:48
198	13:27:15	13:30:04	0:2:48
199	13:27:15	13:30:05	0:2:49
196	13:27:15	13:30:05	0:2:50
195	13:27:15	13:30:06	0:2:50
193	13:27:15	13:30:07	0:2:52
197	13:27:15	13:30:07	0:2:52
192	13:27:15	13:30:09	0:2:53
202	13:30:09	13:32:58	0:2:48
205	13:30:09	13:32:58	0:2:48
206	13:30:09	13:32:59	0:2:49
200	13:30:09	13:33:00	0:2:50
204	13:30:09	13:33:00	0:2:50
207	13:30:09	13:33:00	0:2:51
203	13:30:09	13:33:01	0:2:51
201	13:30:09	13:33:02	0:2:52
210	13:33:02	13:35:48	0:2:46
212	13:33:02	13:35:49	0:2:46
208	13:33:02	13:35:49	0:2:47
213	13:33:02	13:35:51	0:2:49
211	13:33:02	13:35:52	0:2:50
209	13:33:02	13:35:53	0:2:51
214	13:33:02	13:35:58	0:2:55
215	13:33:02	13:35:59	0:2:57
223	13:36:00	13:38:47	0:2:47
220	13:36:00	13:38:48	0:2:48
221	13:36:00	13:38:49	0:2:49
216	13:36:00	13:38:49	0:2:49
217	13:36:00	13:38:50	0:2:50
218	13:36:00	13:38:50	0:2:50
222	13:36:00	13:38:50	0:2:50
219	13:36:00	13:38:53	0:2:53
224	13:38:53	13:41:42	0:2:48
227	13:38:53	13:41:45	0:2:51
231	13:38:53	13:41:45	0:2:52
226	13:38:53	13:41:45	0:2:52
230	13:38:53	13:41:45	0:2:52
225	13:38:53	13:41:46	0:2:52
229	13:38:53	13:41:47	0:2:53
228	13:38:53	13:41:49	0:2:56
235	13:41:50	13:44:37	0:2:47
232	13:41:50	13:44:37	0:2:47
237	13:41:50	13:44:37	0:2:47
236	13:41:50	13:44:38	0:2:48
234	13:41:50	13:44:39	0:2:49
238	13:41:50	13:44:41	0:2:51
233	13:41:50	13:44:43	0:2:53
239	13:41:50	13:44:45	0:2:55
247	13:44:46	13:47:37	0:2:51
244	13:44:46	13:47:38	0:2:52
241	13:44:46	13:47:38	0:2:52
245	13:44:46	13:47:39	0:2:53
242	13:44:46	13:47:39	0:2:53
243	13:44:46	13:47:40	0:2:54
246	13:44:46	13:47:43	0:2:57
240	13:44:46	13:47:48	0:3:2
253	13:47:48	13:50:38	0:2:50
249	13:47:48	13:50:39	0:2:50
252	13:47:48	13:50:39	0:2:51
248	13:47:48	13:50:40	0:2:51
251	13:47:48	13:50:41	0:2:52
250	13:47:48	13:50:43	0:2:54
255	13:47:48	13:50:49	0:3:0
254	13:47:48	13:50:49	0:3:0
258	13:50:49	13:53:35	0:2:46
257	13:50:49	13:53:38	0:2:48
263	13:50:49	13:53:40	0:2:50
256	13:50:49	13:53:40	0:2:51
262	13:50:49	13:53:41	0:2:51
261	13:50:49	13:53:44	0:2:55
259	13:50:49	13:53:45	0:2:56
260	13:50:49	13:53:46	0:2:56
269	13:53:46	13:56:34	0:2:47
265	13:53:46	13:56:34	0:2:48
271	13:53:46	13:56:35	0:2:49
266	13:53:46	13:56:36	0:2:49
270	13:53:46	13:56:37	0:2:50
267	13:53:46	13:56:37	0:2:50
264	13:53:46	13:56:38	0:2:52
268	13:53:46	13:56:39	0:2:53
274	13:56:40	13:59:28	0:2:48
276	13:56:40	13:59:30	0:2:50
273	13:56:40	13:59:31	0:2:51
278	13:56:40	13:59:31	0:2:51
279	13:56:40	13:59:33	0:2:52
272	13:56:40	13:59:33	0:2:53
275	13:56:40	13:59:37	0:2:57
277	13:56:40	13:59:42	0:3:2
285	13:59:42	14:02:30	0:2:48
283	13:59:42	14:02:32	0:2:49
287	13:59:42	14:02:34	0:2:51
282	13:59:42	14:02:35	0:2:52
281	13:59:42	14:02:35	0:2:52
280	13:59:42	14:02:35	0:2:52
286	13:59:42	14:02:35	0:2:52
284	13:59:42	14:02:36	0:2:53
290	14:02:36	14:05:28	0:2:51
293	14:02:36	14:05:28	0:2:51
291	14:02:36	14:05:28	0:2:52
294	14:02:36	14:05:29	0:2:53
288	14:02:36	14:05:31	0:2:54
292	14:02:36	14:05:32	0:2:56
295	14:02:36	14:05:33	0:2:57
289	14:02:36	14:05:36	0:3:0
299	14:05:36	14:08:23	0:2:46
300	14:05:36	14:08:24	0:2:47
297	14:05:36	14:08:25	0:2:48
298	14:05:36	14:08:26	0:2:49
301	14:05:36	14:08:28	0:2:51
303	14:05:36	14:08:29	0:2:52
296	14:05:36	14:08:30	0:2:53
302	14:05:36	14:08:31	0:2:54
306	14:08:31	14:11:21	0:2:49
304	14:08:31	14:11:22	0:2:51
310	14:08:31	14:11:22	0:2:51
311	14:08:31	14:11:25	0:2:53
307	14:08:31	14:11:25	0:2:54
308	14:08:31	14:11:27	0:2:55
309	14:08:31	14:11:29	0:2:58
305	14:08:31	14:11:30	0:2:58
314	14:11:30	14:14:19	0:2:48
316	14:11:30	14:14:20	0:2:49
315	14:11:30	14:14:23	0:2:52
317	14:11:30	14:14:24	0:2:54
313	14:11:30	14:14:25	0:2:54
312	14:11:30	14:14:28	0:2:57
318	14:11:30	14:14:28	0:2:58
319	14:11:30	14:14:29	0:2:59
321	14:14:30	14:17:21	0:2:51
324	14:14:30	14:17:22	0:2:52
326	14:14:30	14:17:22	0:2:52
323	14:14:30	14:17:23	0:2:53
322	14:14:30	14:17:24	0:2:54
327	14:14:30	14:17:25	0:2:55
320	14:14:30	14:17:25	0:2:55
325	14:14:30	14:17:26	0:2:56
330	14:17:26	14:20:11	0:2:45
334	14:17:26	14:20:13	0:2:47
332	14:17:26	14:20:14	0:2:47
328	14:17:26	14:20:15	0:2:49
333	14:17:26	14:20:17	0:2:50
335	14:17:26	14:20:17	0:2:51
331	14:17:26	14:20:17	0:2:51
329	14:17:26	14:20:19	0:2:52
337	14:20:19	14:23:11	0:2:52
339	14:20:19	14:23:12	0:2:53
340	14:20:19	14:23:13	0:2:53
342	14:20:19	14:23:15	0:2:55
336	14:20:19	14:23:16	0:2:57
338	14:20:19	14:23:16	0:2:57
341	14:20:19	14:23:16	0:2:57
343	14:20:19	14:23:17	0:2:58
350	14:23:17	14:26:13	0:2:55
344	14:23:17	14:26:17	0:2:59
345	14:23:17	14:26:19	0:3:1
351	14:23:17	14:26:19	0:3:1
348	14:23:17	14:26:22	0:3:4
346	14:23:17	14:26:23	0:3:5
349	14:23:17	14:26:23	0:3:5
347	14:23:17	14:26:31	0:3:13
356	14:26:31	14:29:19	0:2:48
355	14:26:31	14:29:20	0:2:48
354	14:26:31	14:29:23	0:2:51
359	14:26:31	14:29:23	0:2:52
353	14:26:31	14:29:23	0:2:52
358	14:26:31	14:29:24	0:2:52
357	14:26:31	14:29:24	0:2:52
352	14:26:31	14:29:26	0:2:54
364	14:29:26	14:32:13	0:2:46
360	14:29:26	14:32:15	0:2:48
367	14:29:26	14:32:16	0:2:50
365	14:29:26	14:32:17	0:2:50
366	14:29:26	14:32:22	0:2:56
363	14:29:26	14:32:23	0:2:57
362	14:29:26	14:32:24	0:2:58
361	14:29:26	14:32:25	0:2:59
373	14:32:27	14:35:11	0:2:44
369	14:32:27	14:35:15	0:2:48
368	14:32:27	14:35:16	0:2:49
371	14:32:27	14:35:17	0:2:50
375	14:32:27	14:35:18	0:2:51
374	14:32:27	14:35:18	0:2:51
370	14:32:27	14:35:20	0:2:53
372	14:32:27	14:35:23	0:2:56
383	14:35:24	14:38:17	0:2:53
380	14:35:24	14:38:19	0:2:55
378	14:35:24	14:38:22	0:2:58
379	14:35:24	14:38:22	0:2:58
377	14:35:24	14:38:22	0:2:58
376	14:35:24	14:38:22	0:2:58
381	14:35:24	14:38:25	0:3:1
382	14:35:24	14:38:26	0:3:2
389	14:38:27	14:41:15	0:2:47
390	14:38:27	14:41:17	0:2:50
391	14:38:27	14:41:19	0:2:51
388	14:38:27	14:41:22	0:2:54
385	14:38:27	14:41:22	0:2:55
387	14:38:27	14:41:23	0:2:56
384	14:38:27	14:41:24	0:2:56
386	14:38:27	14:41:33	0:3:5
392	14:41:33	14:44:20	0:2:47
399	14:41:33	14:44:20	0:2:47
396	14:41:33	14:44:22	0:2:49
393	14:41:33	14:44:23	0:2:50
398	14:41:33	14:44:24	0:2:50
395	14:41:33	14:44:24	0:2:51
394	14:41:33	14:44:26	0:2:52
397	14:41:33	14:44:30	0:2:56
