Index	Heure start	Heure end	Durée
357	18:04:23	18:08:49	0:4:26
354	18:04:23	18:08:49	0:4:26
355	18:04:23	18:08:51	0:4:28
353	18:04:23	18:08:51	0:4:28
352	18:04:23	18:08:53	0:4:30
358	18:04:23	18:08:57	0:4:34
363	18:08:57	18:13:19	0:4:22
361	18:08:57	18:13:22	0:4:24
364	18:08:57	18:13:23	0:4:25
365	18:08:57	18:13:24	0:4:26
366	18:08:57	18:13:25	0:4:27
360	18:08:57	18:13:27	0:4:29
362	18:08:57	18:13:29	0:4:32
367	18:08:57	18:13:31	0:4:33
374	18:13:31	18:17:57	0:4:26
370	18:13:31	18:17:58	0:4:27
369	18:13:31	18:18:00	0:4:28
372	18:13:31	18:18:02	0:4:30
375	18:13:31	18:18:02	0:4:30
371	18:13:31	18:18:04	0:4:32
368	18:13:31	18:18:05	0:4:33
373	18:13:31	18:18:08	0:4:36
382	18:18:08	18:22:35	0:4:27
383	18:18:08	18:22:36	0:4:27
377	18:18:08	18:22:37	0:4:29
379	18:18:08	18:22:39	0:4:31
376	18:18:08	18:22:40	0:4:31
381	18:18:08	18:22:42	0:4:33
380	18:18:08	18:22:43	0:4:35
378	18:18:08	18:22:45	0:4:37
390	18:22:45	18:27:12	0:4:26
391	18:22:45	18:27:13	0:4:27
385	18:22:45	18:27:13	0:4:27
386	18:22:45	18:27:15	0:4:29
389	18:22:45	18:27:16	0:4:30
387	18:22:45	18:27:17	0:4:31
384	18:22:45	18:27:18	0:4:32
388	18:22:45	18:27:23	0:4:37
397	18:27:23	18:31:45	0:4:22
393	18:27:23	18:31:47	0:4:23
396	18:27:23	18:31:48	0:4:24
399	18:27:23	18:31:50	0:4:26
392	18:27:23	18:31:51	0:4:28
394	18:27:23	18:31:54	0:4:30
395	18:27:23	18:31:54	0:4:31
398	18:27:23	18:31:58	0:4:35
