Index	Heure start	Heure end	Durée
130	12:58:27	13:01:21	0:2:53
131	12:58:27	13:01:23	0:2:55
133	12:58:27	13:01:26	0:2:58
134	12:58:27	13:01:26	0:2:58
128	12:58:27	13:01:27	0:3:0
135	12:58:27	13:01:31	0:3:3
129	12:58:27	13:01:33	0:3:6
142	13:01:34	13:04:24	0:2:50
140	13:01:34	13:04:25	0:2:51
139	13:01:34	13:04:26	0:2:51
136	13:01:34	13:04:26	0:2:52
138	13:01:34	13:04:26	0:2:52
137	13:01:34	13:04:27	0:2:53
143	13:01:34	13:04:27	0:2:53
141	13:01:34	13:04:27	0:2:53
146	13:04:27	13:07:20	0:2:52
148	13:04:27	13:07:20	0:2:52
145	13:04:27	13:07:20	0:2:52
151	13:04:27	13:07:21	0:2:53
144	13:04:27	13:07:22	0:2:54
150	13:04:27	13:07:24	0:2:56
149	13:04:27	13:07:25	0:2:57
147	13:04:27	13:07:30	0:3:2
154	13:07:30	13:10:22	0:2:51
159	13:07:30	13:10:22	0:2:51
157	13:07:30	13:10:24	0:2:53
158	13:07:30	13:10:25	0:2:54
155	13:07:30	13:10:25	0:2:54
153	13:07:30	13:10:26	0:2:55
156	13:07:30	13:10:27	0:2:56
152	13:07:30	13:10:32	0:3:1
161	13:10:32	13:13:19	0:2:47
162	13:10:32	13:13:24	0:2:51
167	13:10:32	13:13:25	0:2:52
160	13:10:32	13:13:25	0:2:52
163	13:10:32	13:13:26	0:2:54
164	13:10:32	13:13:27	0:2:54
165	13:10:32	13:13:31	0:2:58
166	13:10:32	13:13:32	0:2:59
171	13:13:32	13:16:23	0:2:50
168	13:13:32	13:16:24	0:2:51
175	13:13:32	13:16:26	0:2:53
173	13:13:32	13:16:27	0:2:55
169	13:13:32	13:16:29	0:2:56
172	13:13:32	13:16:29	0:2:56
170	13:13:32	13:16:30	0:2:58
174	13:13:32	13:16:34	0:3:1
179	13:16:34	13:19:24	0:2:50
180	13:16:34	13:19:25	0:2:51
177	13:16:34	13:19:27	0:2:53
183	13:16:34	13:19:29	0:2:54
181	13:16:34	13:19:29	0:2:54
176	13:16:34	13:19:29	0:2:55
178	13:16:34	13:19:33	0:2:58
182	13:16:34	13:19:34	0:3:0
187	13:19:35	13:22:25	0:2:49
186	13:19:35	13:22:26	0:2:51
185	13:19:35	13:22:29	0:2:54
188	13:19:35	13:22:30	0:2:55
189	13:19:35	13:22:31	0:2:56
184	13:19:35	13:22:32	0:2:57
190	13:19:35	13:22:33	0:2:58
191	13:19:35	13:22:37	0:3:2
195	13:22:37	13:25:26	0:2:49
197	13:22:37	13:25:26	0:2:49
193	13:22:37	13:25:28	0:2:51
198	13:22:37	13:25:33	0:2:55
192	13:22:37	13:25:33	0:2:56
199	13:22:37	13:25:34	0:2:57
194	13:22:37	13:25:36	0:2:59
196	13:22:37	13:25:37	0:3:0
201	13:25:37	13:28:28	0:2:50
203	13:25:37	13:28:29	0:2:51
204	13:25:37	13:28:29	0:2:52
202	13:25:37	13:28:31	0:2:53
200	13:25:37	13:28:33	0:2:55
205	13:25:37	13:28:33	0:2:55
207	13:25:37	13:28:34	0:2:56
206	13:25:37	13:28:37	0:2:59
210	13:28:37	13:31:27	0:2:49
208	13:28:37	13:31:28	0:2:51
214	13:28:37	13:31:29	0:2:51
209	13:28:37	13:31:30	0:2:52
213	13:28:37	13:31:30	0:2:52
212	13:28:37	13:31:31	0:2:53
211	13:28:37	13:31:33	0:2:55
215	13:28:37	13:31:33	0:2:56
217	13:31:34	13:34:26	0:2:51
219	13:31:34	13:34:30	0:2:55
216	13:31:34	13:34:30	0:2:56
222	13:31:34	13:34:30	0:2:56
223	13:31:34	13:34:35	0:3:0
220	13:31:34	13:34:38	0:3:4
221	13:31:34	13:34:40	0:3:6
218	13:31:34	13:34:41	0:3:7
226	13:34:41	13:37:33	0:2:51
229	13:34:41	13:37:37	0:2:55
225	13:34:41	13:37:37	0:2:56
224	13:34:41	13:37:37	0:2:56
227	13:34:41	13:37:39	0:2:57
230	13:34:41	13:37:39	0:2:58
228	13:34:41	13:37:41	0:3:0
231	13:34:41	13:37:41	0:3:0
233	13:37:42	13:40:30	0:2:47
234	13:37:42	13:40:30	0:2:48
232	13:37:42	13:40:35	0:2:53
239	13:37:42	13:40:35	0:2:53
236	13:37:42	13:40:36	0:2:54
235	13:37:42	13:40:37	0:2:54
237	13:37:42	13:40:38	0:2:56
238	13:37:42	13:40:40	0:2:58
246	13:40:40	13:43:30	0:2:50
242	13:40:40	13:43:32	0:2:51
244	13:40:40	13:43:32	0:2:51
240	13:40:40	13:43:33	0:2:52
243	13:40:40	13:43:34	0:2:53
247	13:40:40	13:43:34	0:2:54
245	13:40:40	13:43:39	0:2:58
241	13:40:40	13:43:40	0:2:59
254	13:43:40	13:46:34	0:2:54
251	13:43:40	13:46:35	0:2:55
252	13:43:40	13:46:35	0:2:55
255	13:43:40	13:46:35	0:2:55
249	13:43:40	13:46:36	0:2:56
253	13:43:40	13:46:37	0:2:56
248	13:43:40	13:46:37	0:2:57
250	13:43:40	13:46:38	0:2:57
263	13:46:38	13:49:27	0:2:48
258	13:46:38	13:49:27	0:2:49
260	13:46:38	13:49:30	0:2:51
256	13:46:38	13:49:32	0:2:54
261	13:46:38	13:49:33	0:2:54
262	13:46:38	13:49:35	0:2:57
259	13:46:38	13:49:36	0:2:58
257	13:46:38	13:49:39	0:3:1
265	13:49:39	13:52:30	0:2:50
264	13:49:39	13:52:31	0:2:51
266	13:49:39	13:52:32	0:2:52
270	13:49:39	13:52:33	0:2:53
267	13:49:39	13:52:34	0:2:54
269	13:49:39	13:52:35	0:2:55
271	13:49:39	13:52:36	0:2:56
268	13:49:39	13:52:36	0:2:56
274	13:52:36	13:55:24	0:2:48
277	13:52:36	13:55:26	0:2:50
279	13:52:36	13:55:27	0:2:51
278	13:52:36	13:55:29	0:2:53
273	13:52:36	13:55:29	0:2:53
276	13:52:36	13:55:31	0:2:55
272	13:52:36	13:55:31	0:2:55
275	13:52:36	13:55:39	0:3:3
284	13:55:40	13:58:32	0:2:52
280	13:55:40	13:58:33	0:2:52
286	13:55:40	13:58:33	0:2:53
283	13:55:40	13:58:35	0:2:55
285	13:55:40	13:58:37	0:2:57
282	13:55:40	13:58:38	0:2:58
287	13:55:40	13:58:39	0:2:59
281	13:55:40	13:58:40	0:3:0
293	13:58:40	14:01:31	0:2:51
288	13:58:40	14:01:32	0:2:51
289	13:58:40	14:01:33	0:2:52
295	13:58:40	14:01:35	0:2:54
292	13:58:40	14:01:37	0:2:56
294	13:58:40	14:01:40	0:2:59
291	13:58:40	14:01:44	0:3:3
290	13:58:40	14:01:48	0:3:7
299	14:01:48	14:04:38	0:2:50
302	14:01:48	14:04:39	0:2:51
303	14:01:48	14:04:41	0:2:52
297	14:01:48	14:04:43	0:2:55
301	14:01:48	14:04:43	0:2:55
296	14:01:48	14:04:44	0:2:56
298	14:01:48	14:04:47	0:2:59
300	14:01:48	14:04:50	0:3:2
308	14:04:50	14:07:44	0:2:54
307	14:04:50	14:07:44	0:2:54
306	14:04:50	14:07:45	0:2:54
304	14:04:50	14:07:45	0:2:55
305	14:04:50	14:07:48	0:2:57
310	14:04:50	14:07:52	0:3:1
311	14:04:50	14:07:52	0:3:1
309	14:04:50	14:07:55	0:3:4
319	14:07:55	14:10:45	0:2:49
315	14:07:55	14:10:46	0:2:50
317	14:07:55	14:10:47	0:2:51
316	14:07:55	14:10:48	0:2:53
313	14:07:55	14:10:49	0:2:53
314	14:07:55	14:10:52	0:2:56
318	14:07:55	14:10:53	0:2:57
312	14:07:55	14:10:53	0:2:57
323	14:10:53	14:13:44	0:2:50
325	14:10:53	14:13:45	0:2:51
320	14:10:53	14:13:45	0:2:51
324	14:10:53	14:13:48	0:2:54
327	14:10:53	14:13:49	0:2:55
321	14:10:53	14:13:49	0:2:55
322	14:10:53	14:13:52	0:2:59
326	14:10:53	14:14:00	0:3:6
332	14:14:00	14:16:51	0:2:51
328	14:14:00	14:16:52	0:2:52
331	14:14:00	14:16:53	0:2:52
329	14:14:00	14:16:54	0:2:54
335	14:14:00	14:16:56	0:2:55
333	14:14:00	14:16:56	0:2:55
330	14:14:00	14:16:56	0:2:56
334	14:14:00	14:16:58	0:2:57
337	14:16:58	14:19:45	0:2:47
340	14:16:58	14:19:47	0:2:49
338	14:16:58	14:19:50	0:2:52
336	14:16:58	14:19:53	0:2:55
341	14:16:58	14:19:54	0:2:56
342	14:16:58	14:19:57	0:2:58
343	14:16:58	14:20:00	0:3:2
339	14:16:58	14:20:07	0:3:9
347	14:20:07	14:23:03	0:2:55
348	14:20:07	14:23:04	0:2:56
351	14:20:07	14:23:04	0:2:56
345	14:20:07	14:23:05	0:2:57
346	14:20:07	14:23:06	0:2:58
344	14:20:07	14:23:07	0:2:59
349	14:20:07	14:23:07	0:2:59
350	14:20:07	14:23:13	0:3:5
355	14:23:14	14:26:13	0:2:59
357	14:23:14	14:26:17	0:3:2
353	14:23:14	14:26:17	0:3:2
356	14:23:14	14:26:17	0:3:3
359	14:23:14	14:26:22	0:3:7
354	14:23:14	14:26:26	0:3:12
358	14:23:14	14:26:26	0:3:12
352	14:23:14	14:26:27	0:3:12
366	14:26:27	14:29:15	0:2:48
364	14:26:27	14:29:20	0:2:52
361	14:26:27	14:29:20	0:2:53
363	14:26:27	14:29:20	0:2:53
365	14:26:27	14:29:21	0:2:53
360	14:26:27	14:29:21	0:2:53
362	14:26:27	14:29:23	0:2:56
367	14:26:27	14:29:24	0:2:57
373	14:29:24	14:32:15	0:2:51
369	14:29:24	14:32:15	0:2:51
371	14:29:24	14:32:16	0:2:51
372	14:29:24	14:32:19	0:2:54
375	14:29:24	14:32:20	0:2:55
374	14:29:24	14:32:20	0:2:56
368	14:29:24	14:32:22	0:2:57
370	14:29:24	14:32:25	0:3:0
380	14:32:25	14:35:19	0:2:53
381	14:32:25	14:35:19	0:2:54
377	14:32:25	14:35:20	0:2:54
378	14:32:25	14:35:22	0:2:56
376	14:32:25	14:35:24	0:2:58
383	14:32:25	14:35:25	0:3:0
382	14:32:25	14:35:26	0:3:0
379	14:32:25	14:35:26	0:3:0
386	14:35:26	14:38:20	0:2:53
391	14:35:26	14:38:22	0:2:55
385	14:35:26	14:38:22	0:2:55
388	14:35:26	14:38:23	0:2:57
390	14:35:26	14:38:25	0:2:58
389	14:35:26	14:38:27	0:3:0
384	14:35:26	14:38:27	0:3:0
387	14:35:26	14:38:30	0:3:4
397	14:38:31	14:41:28	0:2:57
396	14:38:31	14:41:28	0:2:57
395	14:38:31	14:41:29	0:2:57
399	14:38:31	14:41:29	0:2:57
394	14:38:31	14:41:30	0:2:59
393	14:38:31	14:41:30	0:2:59
392	14:38:31	14:41:30	0:2:59
398	14:38:31	14:41:33	0:3:1
